rxns	MEAN_M145_21	MEAN_M145_29	MEAN_M145_33	MEAN_M145_37	MEAN_M145_41	MEAN_M145_45	MEAN_M145_49	MEAN_M145_53	MEAN_M145_57	MEAN_M1152_33	MEAN_M1152_41	MEAN_M1152_45	MEAN_M1152_49	MEAN_M1152_53	MEAN_M1152_57	MEAN_M1152_61	MEAN_M1152_65	STDEV_M145_21	STDEV_M145_29	STDEV_M145_33	STDEV_M145_37	STDEV_M145_41	STDEV_M145_45	STDEV_M145_49	STDEV_M145_53	STDEV_M145_57	STDEV_M1152_33	STDEV_M1152_41	STDEV_M1152_45	STDEV_M1152_49	STDEV_M1152_53	STDEV_M1152_57	STDEV_M1152_61	STDEV_M1152_65	Z_M145_29h_vs_M145_45h	Z_M145_29h_vs_M1152_41h	Z_M1152_41h_vs_M1152_57h	Z_M145_45h_vs_M1152_57h
prot_Q9X7Z0	1.242466e-09	2.568187e-09	4.255255e-09	3.527448e-09	3.578160e-09	2.646278e-09	5.767426e-09	3.808072e-09	5.769704e-09	3.890175e-09	2.578899e-09	6.468523e-09	3.465627e-09	2.821110e-09	3.807321e-09	8.464431e-09	3.452349e-09	3.584895e-08	7.410008e-08	1.002170e-07	1.017777e-07	1.036955e-07	9.353199e-08	1.440848e-07	1.203736e-07	1.541093e-07	7.932045e-08	8.151930e-08	1.318928e-07	9.999399e-08	9.971138e-08	1.203499e-07	1.891000e-07	1.220223e-07	-100	-100	-100	-100
prot_Q9X804	0	1.311624e-11	2.961537e-11	1.907788e-11	2.096846e-11	7.237498e-12	3.124692e-11	1.317202e-11	1.447684e-11	5.095710e-12	5.214678e-12	1.676042e-11	1.263919e-11	4.058355e-11	1.331556e-11	0	2.236983e-11	0	6.559094e-10	1.046747e-09	7.855453e-10	8.558627e-10	5.117684e-10	9.876587e-10	6.586105e-10	7.234323e-10	3.603211e-10	3.687334e-10	8.379565e-10	6.321818e-10	9.566215e-10	6.657112e-10	0	9.131948e-10	100	100	-100	-100
prot_Q9X806	3.258290e-10	2.125453e-09	2.607367e-09	7.165617e-09	9.915921e-09	8.094501e-09	8.665036e-09	9.353097e-09	9.895867e-09	9.636823e-10	3.443632e-09	4.357981e-09	5.178838e-09	1.503907e-08	1.457805e-08	1.730803e-08	1.514141e-08	1.061589e-08	2.791102e-08	3.447496e-08	6.273491e-08	7.577268e-08	7.027377e-08	7.528660e-08	7.963869e-08	8.207367e-08	1.379719e-08	4.334774e-08	5.040566e-08	5.298469e-08	1.028321e-07	9.434205e-08	1.149641e-07	1.031431e-07	-100	-100	-100	-100
prot_Q9X807	1.705113e-09	2.231396e-07	2.847994e-07	5.424196e-07	5.721445e-07	6.053312e-07	6.505487e-07	6.609759e-07	6.885303e-07	7.710394e-08	3.778282e-07	4.394497e-07	5.218672e-07	6.504731e-07	6.260495e-07	6.887280e-07	7.028768e-07	2.798082e-08	5.482963e-08	6.584395e-08	9.359961e-08	7.602971e-08	7.702642e-08	1.138826e-07	7.514316e-08	1.149075e-07	5.302416e-08	6.268211e-08	8.337350e-08	7.671787e-08	1.206350e-07	7.501588e-08	1.258976e-07	1.418799e-07	-100	-100	-100	-100
prot_Q9X808	1.705113e-09	2.231396e-07	2.847994e-07	5.424196e-07	5.721445e-07	6.053312e-07	6.505487e-07	6.609759e-07	6.885303e-07	7.710394e-08	3.778282e-07	4.394497e-07	5.218672e-07	6.504731e-07	6.260495e-07	6.887280e-07	7.028768e-07	2.798082e-08	5.482963e-08	6.584395e-08	9.359961e-08	7.602971e-08	7.702642e-08	1.138826e-07	7.514316e-08	1.149075e-07	5.302416e-08	6.268211e-08	8.337350e-08	7.671787e-08	1.206350e-07	7.501588e-08	1.258976e-07	1.418799e-07	-100	-100	-100	-100
prot_Q9X809	3.545910e-08	3.377109e-05	4.309756e-05	8.219472e-05	8.708631e-05	9.218812e-05	9.859387e-05	1.008083e-04	1.045272e-04	1.132036e-05	5.742267e-05	6.654180e-05	7.933244e-05	9.840187e-05	9.545960e-05	1.043976e-04	1.062836e-04	4.363653e-07	1.476194e-06	2.100536e-06	2.471363e-07	3.057442e-07	3.355796e-07	1.913135e-07	2.080567e-07	1.924053e-07	1.874653e-06	1.236316e-06	8.929896e-07	3.007583e-07	3.176990e-07	2.183723e-07	1.783744e-07	2.031226e-07	-100	-100	-100	-100
prot_Q9X813	1.937187e-10	4.362538e-10	3.371307e-09	1.928755e-10	1.280338e-09	2.610819e-10	3.549985e-09	1.009157e-09	1.490822e-09	0	1.584105e-09	5.493103e-10	0	2.300014e-09	8.414350e-10	6.092717e-10	8.973689e-10	1.369798e-08	3.084780e-08	9.004796e-08	1.363836e-08	6.401048e-08	1.846128e-08	1.097487e-07	5.761095e-08	6.644977e-08	0	6.465788e-08	3.884211e-08	0	8.858136e-08	5.609196e-08	4.308202e-08	6.345356e-08	100	-100	100	-100
prot_Q9X814	3.545910e-08	3.377109e-05	4.309756e-05	8.219472e-05	8.708631e-05	9.218812e-05	9.859387e-05	1.008083e-04	1.045272e-04	1.132036e-05	5.742267e-05	6.654180e-05	7.933244e-05	9.840187e-05	9.545960e-05	1.043976e-04	1.062836e-04	4.363653e-07	1.476194e-06	2.100536e-06	2.471363e-07	3.057442e-07	3.355796e-07	1.913135e-07	2.080567e-07	1.924053e-07	1.874653e-06	1.236316e-06	8.929896e-07	3.007583e-07	3.176990e-07	2.183723e-07	1.783744e-07	2.031226e-07	-100	-100	-100	-100
prot_Q9X815	1.543791e-13	2.672467e-13	1.044568e-13	4.733901e-14	0	1.703598e-14	0	7.531022e-15	2.381642e-14	4.143386e-13	1.033533e-13	0	7.785559e-14	1.538119e-14	0	1.967358e-14	2.029054e-14	1.091625e-11	1.336100e-11	7.386212e-12	1.932307e-12	0	1.204626e-12	0	5.325237e-13	9.721505e-13	1.691199e-11	7.308179e-12	0	5.505222e-12	1.087615e-12	0	1.391132e-12	1.434758e-12	100	100	100	100
prot_Q9X816	1.087990e-08	9.443440e-09	7.397730e-09	1.378248e-09	1.403292e-09	1.447963e-09	7.920950e-10	8.308975e-10	8.656898e-10	9.674236e-09	7.305892e-09	6.032446e-09	5.422849e-09	1.101401e-09	1.231601e-09	1.414356e-09	1.419893e-09	6.489297e-10	6.504779e-10	6.974129e-10	9.217986e-10	7.534423e-10	8.915865e-10	1.037774e-09	1.128074e-09	7.408384e-10	7.292996e-10	7.045324e-10	9.614552e-10	6.265858e-10	1.018865e-09	9.039716e-10	8.718600e-10	7.336208e-10	100	100	100	100
prot_Q9X822	9.203736e-14	6.450065e-14	3.823637e-14	4.773687e-09	7.189187e-09	3.334020e-09	1.222734e-09	1.291160e-09	6.828757e-09	2.041967e-09	1.624855e-09	8.201966e-15	5.492190e-09	3.515405e-09	5.163830e-09	1.435028e-09	5.687168e-09	1.165371e-12	9.100051e-13	6.191811e-13	1.768734e-07	2.158726e-07	1.360832e-07	8.646021e-08	9.129855e-08	2.530181e-07	1.020877e-07	1.148942e-07	2.592941e-13	2.241727e-07	1.434870e-07	1.825140e-07	1.014716e-07	2.439203e-07	-100	-100	-100	-100
prot_Q9X825	4.226577e-09	9.578114e-09	1.214854e-08	1.313323e-08	5.404827e-09	1.494648e-08	9.492689e-09	8.842224e-09	1.131684e-08	6.340226e-09	1.058029e-08	1.100341e-08	6.406945e-09	1.575790e-08	1.142969e-08	1.234231e-08	1.686304e-08	9.533324e-08	2.020024e-07	2.387938e-07	2.773658e-07	1.714037e-07	3.156168e-07	2.458142e-07	2.698937e-07	2.631432e-07	1.487381e-07	2.393083e-07	2.489464e-07	1.866745e-07	3.327732e-07	3.040068e-07	3.169502e-07	3.501804e-07	-100	-100	-100	100
prot_Q9X827	5.724417e-07	4.957092e-07	3.876068e-07	5.818167e-08	6.020885e-08	6.198205e-08	2.628419e-08	2.739663e-08	2.926873e-08	5.103437e-07	3.835184e-07	3.163265e-07	2.849546e-07	5.596424e-08	6.312698e-08	7.302276e-08	7.382408e-08	6.137336e-10	1.045575e-09	1.203287e-09	2.626027e-10	2.514154e-10	2.744682e-10	1.094797e-10	1.139136e-10	1.265598e-10	8.129901e-10	1.244389e-09	1.419981e-09	9.992645e-10	2.534975e-10	2.987314e-10	3.200041e-10	3.290097e-10	100	100	100	-100
prot_Q9X828	1.559199e-09	3.280149e-09	2.736143e-09	2.118308e-09	1.038916e-09	2.356968e-09	3.167843e-10	1.385246e-09	3.747493e-10	1.596916e-09	3.554091e-09	2.209694e-09	6.446999e-10	1.676505e-09	8.496152e-10	1.149428e-09	9.607813e-10	4.165890e-08	8.252273e-08	7.931492e-08	5.300141e-08	3.302077e-08	5.271408e-08	1.584778e-08	3.460708e-08	1.873563e-08	5.077559e-08	9.533257e-08	7.810133e-08	2.631539e-08	4.837395e-08	2.686719e-08	3.316453e-08	3.038188e-08	100	-100	100	100
prot_Q9X839	8.150699e-10	9.827970e-10	4.085594e-09	3.256240e-09	4.354447e-09	5.661154e-09	4.852309e-09	2.418410e-09	5.160783e-09	2.043522e-09	4.088887e-09	1.613135e-09	4.475440e-09	3.260813e-09	2.350687e-09	1.997088e-09	3.368568e-09	2.577262e-08	4.013473e-08	8.705503e-08	8.700299e-08	1.026469e-07	1.206864e-07	1.144149e-07	8.557611e-08	1.291218e-07	5.107262e-08	9.138037e-08	5.701583e-08	1.000767e-07	9.415094e-08	8.321981e-08	8.162808e-08	1.066437e-07	-100	-100	100	100
prot_Q9X841	9.937026e-10	1.092170e-09	2.398805e-10	1.572917e-09	6.946579e-09	3.178321e-09	3.322302e-09	2.008452e-09	2.390678e-10	1.406233e-10	3.514823e-09	2.385944e-09	1.639989e-09	1.813807e-10	5.372013e-09	5.808213e-09	8.330673e-11	4.585534e-08	6.737972e-08	9.791123e-09	9.262437e-08	2.195822e-07	1.481781e-07	1.627032e-07	1.218754e-07	9.757951e-09	5.739777e-09	1.405144e-07	1.192853e-07	9.196264e-08	9.068127e-09	2.104570e-07	2.338066e-07	5.890676e-09	-100	-100	-100	-100
prot_Q9X844	4.332434e-09	3.751696e-09	2.933540e-09	4.403387e-10	4.556810e-10	4.691012e-10	1.989277e-10	2.073470e-10	2.215157e-10	3.862455e-09	2.902598e-09	2.394067e-09	2.156633e-09	4.235564e-10	4.777665e-10	5.526611e-10	5.587257e-10	4.644944e-12	7.913264e-12	9.106885e-12	1.987467e-12	1.902797e-12	2.077269e-12	8.285798e-13	8.621367e-13	9.578476e-13	6.152985e-12	9.417960e-12	1.074690e-11	7.562773e-12	1.918557e-12	2.260900e-12	2.421900e-12	2.490057e-12	100	100	100	-100
prot_Q9X853	4.024491e-07	2.538286e-07	2.585336e-07	2.788828e-07	2.925586e-07	3.016782e-07	3.170011e-07	3.312318e-07	3.549281e-07	2.272697e-07	2.397136e-07	2.555634e-07	2.613224e-07	3.229504e-07	3.256656e-07	3.547723e-07	3.598087e-07	4.583401e-08	2.759326e-08	2.879900e-08	4.716971e-08	4.509863e-08	5.214597e-08	5.035867e-08	5.540092e-08	5.800615e-08	2.070562e-08	1.832895e-08	1.997101e-08	2.163956e-08	5.719133e-08	6.035583e-08	6.346731e-08	6.606568e-08	-100	100	-100	-100
prot_Q9X858	2.657668e-08	5.266536e-08	5.076455e-08	7.383919e-08	8.859460e-08	7.533882e-08	8.287564e-08	1.092582e-07	1.142638e-07	4.252751e-08	6.668249e-08	5.795576e-08	8.035173e-08	7.664938e-08	9.550188e-08	1.031296e-07	1.108730e-07	1.861357e-07	3.775934e-07	3.900969e-07	5.248127e-07	5.934095e-07	5.660124e-07	6.220045e-07	7.323333e-07	7.875602e-07	2.947265e-07	4.658081e-07	4.445318e-07	5.494190e-07	5.845210e-07	6.838198e-07	7.590295e-07	7.935807e-07	-100	-100	-100	-100
prot_Q9X887	1.285487e-09	6.534871e-09	4.482123e-09	1.006487e-08	1.086670e-08	7.592350e-09	6.477843e-09	4.730280e-09	1.290868e-08	3.658480e-09	1.216400e-08	1.123356e-09	6.037734e-09	6.323563e-09	8.182776e-09	3.580248e-09	1.109911e-08	5.242082e-08	1.759020e-07	1.534773e-07	2.489901e-07	2.733795e-07	2.224495e-07	2.320397e-07	1.844763e-07	3.393030e-07	1.167192e-07	2.607113e-07	7.943325e-08	1.908203e-07	2.072172e-07	2.519428e-07	1.783191e-07	3.398409e-07	-100	-100	100	-100
prot_Q9X895	7.390327e-09	6.399710e-09	4.998054e-09	7.509815e-10	7.774612e-10	8.001982e-10	3.390590e-10	3.534077e-10	3.776343e-10	6.589951e-09	4.951303e-09	4.081394e-09	3.677341e-09	7.223629e-10	8.149794e-10	9.412204e-10	9.526996e-10	1.480617e-10	1.287428e-10	2.007003e-10	1.871029e-11	1.146457e-11	1.639510e-11	1.183723e-11	1.233749e-11	1.205898e-11	9.380200e-11	1.003511e-10	1.304381e-10	1.048570e-10	1.800045e-11	1.675332e-11	4.233888e-11	2.729148e-11	100	100	100	-100
prot_Q9X8B6	5.113682e-11	8.289768e-11	1.098773e-10	9.149072e-11	7.736075e-11	6.750162e-11	4.246906e-11	6.411343e-11	4.159888e-11	8.251539e-11	1.081205e-10	1.260959e-10	5.275927e-11	5.535699e-11	5.752001e-11	5.683480e-11	7.733186e-11	1.142424e-09	1.851979e-09	2.240393e-09	1.914390e-09	1.647710e-09	1.589755e-09	1.134352e-09	1.431253e-09	1.200255e-09	1.412861e-09	2.040626e-09	2.571088e-09	1.318058e-09	1.509848e-09	1.354674e-09	1.419875e-09	1.654675e-09	100	-100	100	100
prot_Q9X8F5	1.180427e-09	2.446836e-09	6.413404e-13	1.175559e-08	1.794769e-09	5.732171e-09	1.469752e-08	6.658626e-09	9.609345e-09	3.722355e-09	1.480946e-09	3.080043e-09	1.000765e-08	1.007331e-08	2.219609e-09	4.910403e-09	1.006297e-08	5.896810e-08	1.222886e-07	1.990978e-15	3.139903e-07	1.269023e-07	2.339639e-07	3.925726e-07	2.717810e-07	3.396380e-07	1.315358e-07	1.046738e-07	1.539606e-07	2.887378e-07	3.184157e-07	1.569427e-07	2.454925e-07	3.556687e-07	-100	100	-100	100
prot_Q9X8F6	5.514061e-10	4.774933e-10	3.733634e-10	5.604366e-11	5.799634e-11	5.970438e-11	2.531832e-11	2.638988e-11	2.819318e-11	4.915900e-10	3.694252e-10	3.047024e-10	2.744833e-10	5.390771e-11	6.080724e-11	7.033938e-11	7.111125e-11	5.911806e-13	1.007153e-12	1.159070e-12	2.529528e-13	2.421766e-13	2.643823e-13	1.054566e-13	1.097276e-13	1.219091e-13	7.831149e-13	1.198661e-12	1.367801e-12	9.625443e-13	2.441822e-13	2.877538e-13	3.082449e-13	3.169195e-13	100	100	100	-100
prot_Q9X8G1	8.641733e-09	7.505115e-09	5.942401e-09	9.013279e-10	9.445905e-10	9.641446e-10	4.373476e-10	4.310030e-10	4.786793e-10	7.728021e-09	5.843037e-09	4.881393e-09	4.341895e-09	8.650868e-10	9.710080e-10	1.111975e-09	1.128381e-09	8.716149e-10	1.381117e-09	1.910006e-09	8.071323e-10	8.989360e-10	9.274043e-10	7.716690e-10	5.743814e-10	7.508147e-10	8.549438e-10	1.375440e-09	1.850655e-09	9.468889e-10	6.259954e-10	5.611599e-10	4.660064e-10	5.047997e-10	100	100	100	-100
prot_Q9X8H1	2.859496e-11	1.006635e-10	5.459822e-11	9.839543e-11	4.486474e-11	9.553020e-11	3.877705e-11	4.095905e-11	1.259713e-10	9.697880e-11	1.542504e-10	1.909069e-10	8.386740e-11	1.207636e-10	4.058844e-11	1.361707e-10	4.628278e-11	2.021969e-09	5.032674e-09	3.860677e-09	4.949474e-09	3.172416e-09	4.776032e-09	2.741951e-09	2.896242e-09	5.157618e-09	3.958351e-09	6.295990e-09	7.792181e-09	4.192951e-09	5.513460e-09	2.870036e-09	5.558034e-09	3.272687e-09	100	-100	100	100
prot_Q9X8H7	2.970661e-12	2.559701e-12	6.031482e-12	4.564481e-13	0	1.599403e-13	2.740724e-13	1.442649e-13	1.510593e-13	0	1.979844e-12	2.448624e-12	2.206408e-12	4.361308e-13	0	7.575444e-13	5.714858e-13	1.485182e-10	1.279723e-10	1.740307e-10	1.863151e-11	0	1.130949e-11	9.687500e-12	7.212525e-12	7.552209e-12	0	9.898232e-11	9.994467e-11	9.005823e-11	1.780220e-11	0	2.677622e-11	2.332614e-11	100	100	100	100
prot_Q9X8H8	9.046209e-07	7.856533e-07	6.182659e-07	1.035247e-07	1.027831e-07	1.082287e-07	5.338750e-08	5.566959e-08	6.167054e-08	8.080504e-07	6.107812e-07	5.030792e-07	4.531051e-07	9.849231e-08	1.094660e-07	1.288979e-07	1.271523e-07	5.054484e-08	1.050312e-07	1.718551e-07	2.473589e-07	2.126431e-07	2.530687e-07	2.801879e-07	2.991624e-07	3.440914e-07	8.951624e-08	1.668830e-07	1.167382e-07	1.247504e-07	2.429387e-07	2.653712e-07	3.284076e-07	2.782944e-07	100	100	100	-100
prot_Q9X8I0	1.641403e-05	1.421329e-05	1.112150e-05	1.676806e-06	1.735528e-06	1.790245e-06	7.751680e-07	7.970949e-07	8.432981e-07	1.463395e-05	1.099742e-05	9.073946e-06	8.175014e-06	1.615000e-06	1.813636e-06	2.110747e-06	2.120823e-06	1.274353e-07	1.545188e-07	3.362554e-07	3.607056e-07	3.854651e-07	4.710005e-07	6.253501e-07	4.767443e-07	2.979483e-07	1.647099e-07	1.869097e-07	2.729329e-07	2.937716e-07	4.326980e-07	2.753675e-07	6.117929e-07	3.121118e-07	100	100	100	-100
prot_Q9X8I1	8.291873e-10	1.587151e-09	1.057772e-09	1.740078e-09	1.072675e-09	1.410683e-09	7.887199e-10	1.676430e-09	1.356143e-09	5.207860e-10	7.750166e-10	1.762019e-09	4.215565e-10	2.431659e-09	1.251400e-09	1.392093e-09	1.453561e-09	2.930870e-08	5.017285e-08	4.035795e-08	5.426524e-08	4.329440e-08	5.018735e-08	3.917008e-08	5.905833e-08	5.535321e-08	2.603669e-08	3.529670e-08	5.570076e-08	2.600087e-08	7.016496e-08	5.108033e-08	5.682321e-08	5.872946e-08	100	100	-100	100
prot_Q9X8I3	3.141418e-08	2.884485e-08	2.515677e-08	4.661379e-09	1.217935e-08	8.971584e-09	2.058162e-08	1.945594e-08	1.370298e-08	2.773095e-08	2.694702e-08	2.387814e-08	2.460796e-08	1.513118e-08	9.974043e-09	1.374178e-08	1.653238e-08	8.476185e-08	1.523647e-07	1.943134e-07	1.208111e-07	2.885749e-07	2.380265e-07	4.533277e-07	4.513641e-07	3.862832e-07	9.465003e-08	2.380282e-07	2.476262e-07	2.937550e-07	3.548294e-07	2.764985e-07	3.548678e-07	4.045155e-07	100	100	100	-100
prot_Q9X8I5	8.827494e-09	1.502889e-08	1.104941e-08	1.570609e-08	2.786999e-08	1.135249e-08	2.724461e-08	7.664799e-09	2.320012e-08	6.514472e-09	1.863691e-08	1.163133e-08	1.015747e-08	1.318854e-08	3.145834e-08	2.195961e-08	4.593243e-08	1.543043e-07	2.738181e-07	2.263971e-07	3.461167e-07	4.778295e-07	3.068689e-07	5.252123e-07	2.717095e-07	5.090557e-07	1.338226e-07	3.220481e-07	2.585292e-07	2.594662e-07	3.388460e-07	5.852278e-07	4.968795e-07	7.410071e-07	100	-100	-100	-100
prot_Q9X8I8	7.744639e-11	6.749018e-11	5.279249e-11	7.688195e-12	8.044098e-12	8.240432e-12	3.497916e-12	3.650421e-12	3.872619e-12	6.926985e-11	5.220596e-11	4.306466e-11	3.866055e-11	7.326257e-12	8.207428e-12	9.591735e-12	9.673414e-12	9.964901e-12	7.385775e-12	5.966089e-12	1.571226e-12	1.451799e-12	1.575003e-12	6.694254e-13	6.773966e-13	7.848565e-13	8.529825e-12	5.925971e-12	4.822073e-12	4.778272e-12	1.664879e-12	1.977369e-12	2.146789e-12	2.201872e-12	100	100	100	100
prot_Q9X8I9	1.719302e-09	1.495957e-09	1.180202e-09	1.765840e-10	1.885424e-10	1.972002e-10	8.742557e-11	8.972905e-11	9.929683e-11	5.521805e-09	4.171821e-09	9.713310e-10	8.654975e-10	1.740086e-10	1.960392e-10	2.291184e-10	2.290394e-10	1.342861e-10	1.221323e-10	1.890497e-10	7.784032e-11	1.005760e-10	1.413997e-10	1.429886e-10	1.254321e-10	1.823326e-10	5.937920e-10	4.146294e-10	2.106417e-10	1.218944e-10	9.830741e-11	1.309965e-10	1.361386e-10	1.366816e-10	100	-100	100	100
prot_Q9X8J4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9X8J5	1.359552e-08	1.201604e-08	9.469965e-09	1.615583e-09	1.629383e-09	1.665748e-09	8.496037e-10	8.331725e-10	9.987432e-10	1.214630e-08	9.422994e-09	7.727748e-09	6.869662e-09	1.632259e-09	1.677088e-09	1.901973e-09	1.950055e-09	1.594385e-09	5.162377e-09	5.476606e-09	4.586430e-09	4.268608e-09	4.359777e-09	4.130569e-09	3.835071e-09	5.029832e-09	1.916238e-09	6.271008e-09	4.929145e-09	2.721349e-09	5.737495e-09	3.809309e-09	3.595734e-09	4.277897e-09	100	100	100	-100
prot_Q9X8J9	8.929620e-13	5.354802e-12	1.576065e-11	1.280158e-11	1.454940e-11	1.436095e-11	1.484276e-11	1.809748e-11	1.467676e-11	6.997266e-12	1.940582e-11	2.246815e-11	8.233736e-12	2.436015e-11	1.384333e-11	1.205468e-12	1.390295e-11	4.231177e-11	2.186593e-10	4.836445e-10	3.948778e-10	4.611446e-10	4.666007e-10	4.800293e-10	5.421831e-10	4.383054e-10	2.551427e-10	5.223592e-10	7.484923e-10	2.936407e-10	6.419294e-10	4.582822e-10	8.523946e-11	4.468270e-10	-100	-100	100	100
prot_Q9X8N2	1.182199e-09	4.042977e-09	4.448346e-09	3.970931e-09	4.379085e-09	5.829142e-09	2.416031e-09	8.863285e-09	5.521837e-09	1.832226e-09	9.804053e-10	2.039140e-09	5.166486e-09	6.245784e-09	3.766081e-09	0	9.943810e-09	4.825341e-08	1.278017e-07	1.406166e-07	1.411456e-07	1.547807e-07	1.842630e-07	1.207895e-07	2.367472e-07	1.951678e-07	7.478796e-08	6.932512e-08	1.019468e-07	1.633132e-07	1.975371e-07	1.537540e-07	0	2.656435e-07	-100	100	-100	100
prot_Q9X8N6	2.264842e-08	1.961639e-08	1.533859e-08	2.300510e-09	2.383094e-09	2.453768e-09	1.040128e-09	1.084150e-09	1.157766e-09	2.019963e-08	1.517981e-08	1.251785e-08	1.127863e-08	2.211026e-09	2.494001e-09	2.881447e-09	2.919012e-09	5.555225e-10	3.946045e-10	3.105392e-10	8.041052e-11	3.514748e-11	1.086575e-11	2.125348e-11	2.215138e-11	3.314083e-11	2.875301e-10	2.202888e-10	2.566637e-10	1.643673e-10	9.948018e-11	1.122624e-10	1.637414e-10	1.020079e-10	100	100	100	-100
prot_Q9X8N7	4.593081e-07	3.977405e-07	3.110028e-07	4.668303e-08	4.830957e-08	4.973233e-08	2.108956e-08	2.198214e-08	2.348425e-08	4.094827e-07	3.077224e-07	2.538099e-07	2.286381e-07	4.490384e-08	5.065098e-08	5.859102e-08	5.923397e-08	4.924393e-10	8.389341e-10	9.654773e-10	2.107037e-10	2.017273e-10	2.202241e-10	8.784287e-11	9.140045e-11	1.015474e-10	6.523161e-10	9.984562e-10	1.139346e-09	8.017764e-10	2.033980e-10	2.396921e-10	2.567606e-10	2.639863e-10	100	100	100	-100
prot_Q9X8N8	6.190527e-09	5.744638e-09	4.460468e-09	9.884157e-10	9.945468e-10	8.309143e-10	2.785423e-10	5.557658e-10	5.974235e-10	2.141721e-07	1.586980e-07	5.953088e-09	3.185971e-09	6.844329e-10	7.169112e-10	1.160765e-09	1.158222e-09	6.490406e-09	2.006016e-08	1.982687e-08	1.442828e-08	1.557672e-08	1.230815e-08	1.163746e-12	1.327037e-08	1.436122e-08	2.399774e-07	1.495050e-07	4.824833e-08	1.175209e-08	4.288400e-09	2.673677e-09	1.277238e-08	1.334948e-08	100	-100	100	100
prot_Q9X8P6	3.727511e-07	3.246586e-07	2.551450e-07	3.931656e-08	4.040184e-08	4.276807e-08	2.081511e-08	2.063292e-08	1.957546e-08	3.328964e-07	2.530707e-07	2.066948e-07	1.864102e-07	3.822565e-08	4.250242e-08	4.919958e-08	4.984828e-08	2.129218e-08	7.505658e-08	9.532661e-08	5.986659e-08	6.366514e-08	9.569728e-08	1.284573e-07	1.109153e-07	9.224735e-09	3.371859e-08	1.048604e-07	1.427972e-08	5.901925e-08	7.221285e-08	7.481389e-08	8.726184e-08	8.919630e-08	100	100	100	100
prot_Q9X8Q3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9X8R2	4.186868e-12	1.213828e-11	1.915424e-12	1.133656e-11	6.871661e-12	9.754453e-12	1.684705e-11	4.026066e-12	1.056543e-11	9.280141e-12	2.460944e-12	7.939634e-12	1.770351e-11	8.225062e-12	1.485423e-11	2.329622e-11	2.325610e-11	1.323474e-10	3.242143e-10	1.354410e-10	3.585581e-10	2.804783e-10	3.447685e-10	4.501368e-10	2.091391e-10	3.752741e-10	2.677606e-10	1.740150e-10	3.240694e-10	4.728621e-10	3.390571e-10	4.696430e-10	6.222639e-10	6.220929e-10	100	100	-100	-100
prot_Q9X8R3	1.488664e-09	4.315832e-09	6.810398e-10	4.030776e-09	2.443257e-09	3.468250e-09	5.990060e-09	1.431490e-09	3.756597e-09	3.299606e-09	8.750022e-10	2.822981e-09	6.294580e-09	2.924467e-09	5.281504e-09	8.283099e-09	8.268834e-09	4.705686e-08	1.152762e-07	4.815678e-08	1.274873e-07	9.972561e-08	1.225844e-07	1.600486e-07	7.436057e-08	1.334308e-07	9.520377e-08	6.187200e-08	1.152247e-07	1.681287e-07	1.205536e-07	1.669842e-07	2.212494e-07	2.211886e-07	100	100	-100	-100
prot_Q9X8R6	8.798665e-09	5.026323e-09	6.634712e-09	2.315881e-08	2.087643e-08	2.076878e-08	1.889643e-08	1.916941e-08	2.872981e-08	2.107059e-09	4.213731e-09	7.172328e-09	3.590595e-09	4.818392e-08	2.835189e-08	3.252164e-08	2.963024e-08	1.573799e-07	1.084783e-07	1.465335e-07	1.688519e-07	1.863795e-07	1.727775e-07	1.877214e-07	2.164152e-07	2.986889e-07	6.028325e-08	1.294390e-07	1.519938e-07	8.234131e-08	3.182174e-07	1.992496e-07	2.845591e-07	2.235516e-07	-100	100	-100	-100
prot_Q9X8R7	3.070278e-06	2.661656e-06	2.078944e-06	3.161376e-07	3.315316e-07	3.347889e-07	1.410166e-07	1.496720e-07	1.627839e-07	2.737221e-06	2.058788e-06	1.700300e-06	1.534346e-06	3.050284e-07	3.465794e-07	3.946517e-07	3.990479e-07	3.347482e-09	1.462295e-07	6.559867e-09	2.006808e-07	3.031637e-07	1.614738e-07	1.634131e-09	1.875979e-07	2.870710e-07	4.431410e-09	1.252555e-07	1.841469e-07	2.440348e-07	2.407430e-07	3.247935e-07	2.084987e-07	2.126039e-07	100	100	100	-100
prot_Q9X8S2	2.996490e-10	2.311284e-10	1.811728e-10	4.569194e-11	3.382121e-11	4.520473e-11	1.431261e-11	1.843399e-11	1.930670e-11	1.318135e-10	9.910227e-11	9.969662e-11	8.380702e-11	3.021950e-11	3.660721e-11	4.202428e-11	4.435015e-11	1.420986e-09	1.148039e-09	9.003703e-10	3.206609e-10	1.500967e-10	2.445257e-10	1.031608e-10	1.667818e-10	1.431436e-10	7.729719e-10	6.451940e-10	5.988696e-10	4.819404e-10	1.297235e-10	1.539993e-10	1.815652e-10	2.183516e-10	100	100	100	100
