	M145_21	M145_29	M145_33	M145_37	M145_41	M145_45	M145_49	M145_53	M145_57	M1152_33	M1152_41	M1152_45	M1152_49	M1152_53	M1152_57	M1152_61	M1152_65
prot_P43414	3.9013e-07	1.6441e-07	1.1628e-07	1.385e-08	1.3381e-08	1.2943e-08	4.9268e-09	4.8655e-09	0	2.2315e-07	1.0508e-07	8.3093e-08	6.8717e-08	1.1135e-08	1.1121e-08	1.1121e-08	1.1121e-08
prot_P50589	5.4736e-07	2.518e-07	1.7808e-07	1.5735e-08	1.5202e-08	1.992e-08	7.64e-09	5.5696e-09	0	2.5228e-07	1.6093e-07	9.3939e-08	7.7686e-08	1.7054e-08	1.2572e-08	1.2572e-08	1.7032e-08
prot_P52215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_P52230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_P52560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_P52561	2.8312e-07	1.1932e-07	8.4385e-08	1.0101e-08	9.7585e-09	0	0	3.5753e-09	0	0	0	0	4.9869e-08	8.0811e-09	0	0	0
prot_P54895	5.4053e-07	5.9459e-07	6.5155e-07	4.9345e-07	0	0	0	0	8.8619e-08	0	0	0	0	2.0279e-07	0	3.2897e-07	2.0253e-07
prot_P54919	4.5791e-08	1.9298e-08	1.3648e-08	1.6337e-09	1.5783e-09	1.5266e-09	5.8552e-10	5.7825e-10	0	2.6192e-08	1.2333e-08	9.753e-09	8.0656e-09	1.307e-09	1.3053e-09	1.3053e-09	1.3053e-09
prot_P56833	1.5198e-06	6.4048e-07	4.5297e-07	5.4221e-08	5.2383e-08	5.0669e-08	1.9433e-08	1.9192e-08	1.8957e-08	8.693e-07	4.0934e-07	3.237e-07	2.6769e-07	4.3379e-08	4.3322e-08	4.3322e-08	4.3322e-08
prot_P57755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_P58286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_P72391	5.6795e-07	2.3935e-07	1.6928e-07	2.2243e-08	2.1479e-08	2.0777e-08	9.0596e-09	8.9471e-09	8.8398e-09	3.2486e-07	1.5297e-07	1.2097e-07	1.0004e-07	1.6263e-08	1.6242e-08	1.6243e-08	1.6244e-08
prot_P72392	3.1953e-07	1.2292e-07	3.5357e-08	0	1.5366e-08	1.4867e-08	6.4512e-09	6.3666e-09	0	1.6684e-07	7.856e-08	8.6802e-08	5.2004e-08	1.1817e-08	1.1805e-08	1.1808e-08	1.1812e-08
prot_P72393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_P72394	2.8141e-08	1.186e-08	8.3876e-09	1.004e-09	0	0	3.5984e-10	3.5537e-10	0	1.6097e-08	0	0	0	0	8.0219e-10	0	0
prot_P80574	8.7821e-06	0	3.4325e-06	0	3.9695e-07	3.8396e-07	0	1.4543e-07	1.4365e-07	6.5874e-06	3.1019e-06	2.4529e-06	1.2017e-06	3.2872e-07	0	0	0
prot_P80735	0	0	9.1448e-09	2.0606e-08	0	0	1.0688e-08	2.1031e-08	0	0	0	0	0	0	1.9093e-08	0	0
prot_P95726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q02055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q02058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q02059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q02062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q06539	5.4765e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q53876	2.8944e-06	1.2198e-06	8.6268e-07	1.0326e-07	9.9762e-08	9.6497e-08	3.701e-08	3.655e-08	3.6102e-08	1.6556e-06	7.7957e-07	6.1647e-07	5.0982e-07	8.2614e-08	8.2506e-08	8.2506e-08	8.2506e-08
prot_Q53907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q53925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q53926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q53927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q59829	8.0614e-07	3.3973e-07	2.4027e-07	0	0	2.6876e-08	1.0308e-08	0	1.0055e-08	0	2.1712e-07	0	0	2.3009e-08	0	0	2.298e-08
prot_Q59832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q59833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKC7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKF3	0	0	0	1.3217e-05	2.3557e-05	0	0	4.5166e-05	0	3.7206e-05	0	1.2307e-05	9.232e-06	0	4.9922e-05	4.9921e-05	0
prot_Q7AKG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKG5	1.3865e-07	4.5482e-09	4.6488e-09	0	2.7748e-12	5.2e-10	1.9944e-10	1.7488e-10	1.9455e-10	7.7993e-08	1.4921e-08	8.0466e-09	0	4.4519e-10	0	0	4.4461e-10
prot_Q7AKH6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKI0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKI7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKK2	4.9462e-06	2.0845e-06	1.4742e-06	1.7646e-07	1.7048e-07	1.649e-07	6.3246e-08	6.2461e-08	6.1695e-08	2.8292e-06	1.3322e-06	1.0535e-06	8.7122e-07	1.4118e-07	1.4099e-07	1.4099e-07	1.4099e-07
prot_Q7AKK3	3.0837e-07	1.2995e-07	9.1908e-08	1.1001e-08	1.0629e-08	1.0281e-08	3.943e-09	3.894e-09	3.8463e-09	1.7638e-07	8.3054e-08	6.5678e-08	5.4315e-08	8.8016e-09	8.7901e-09	8.7901e-09	8.7901e-09
prot_Q7AKL1	2.565e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKN2	0	0	0	4.2217e-13	0	0	0	0	0	0	0	0	0	0	5.3507e-12	0	0
prot_Q7AKN8	4.0754e-07	1.7175e-07	1.2147e-07	1.5899e-08	1.5366e-08	1.4867e-08	6.4512e-09	6.3666e-09	6.2936e-09	2.3311e-07	1.0977e-07	8.6802e-08	7.1784e-08	1.1817e-08	1.1805e-08	1.1808e-08	1.1812e-08
prot_Q7AKN9	5.6795e-07	2.3935e-07	1.6928e-07	2.2243e-08	2.1479e-08	2.0777e-08	9.0596e-09	8.9471e-09	0	3.2486e-07	1.5297e-07	1.2097e-07	1.0004e-07	1.6263e-08	1.6242e-08	1.6243e-08	1.6244e-08
prot_Q7AKP2	0	0	0	0	0	0	0	0	0	1.707e-06	8.0378e-07	0	5.2565e-07	8.5179e-08	8.5069e-08	0	8.5069e-08
prot_Q7AKQ9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKR0	4.2765e-08	0	0	0	0	0	0	0	0	4.3694e-08	0	0	2.128e-08	0	0	1.8624e-08	0
prot_Q7AKR1	1.0636e-07	4.4822e-08	3.17e-08	3.7945e-09	3.6659e-09	3.5459e-09	1.36e-09	1.3431e-09	1.3266e-09	6.0836e-08	2.8646e-08	2.2653e-08	1.8734e-08	3.0357e-09	3.0318e-09	3.0318e-09	3.0318e-09
prot_Q7AKR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q7AKS0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJI8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJK9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJL4	0	0	4.3025e-11	5.1501e-12	0	0	1.8458e-12	1.8229e-12	0	0	0	0	0	0	4.1149e-12	0	0
prot_Q8CJM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJN0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJN1	0	0	3.2458e-06	3.0767e-06	1.1571e-06	3.6792e-07	1.4615e-07	0	9.9204e-08	4.253e-06	1.7844e-06	4.4195e-06	3.2049e-06	3.0949e-07	4.5186e-06	6.2387e-07	2.1971e-07
prot_Q8CJN8	1.0929e-06	0	0	0	0	0	0	0	0	0	0	0	0	8.9417e-07	0	0	0
prot_Q8CJN9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJP6	6.5499e-07	2.7603e-07	1.9522e-07	2.3368e-08	2.2576e-08	2.1837e-08	8.3752e-09	8.2712e-09	8.1698e-09	3.7465e-07	1.7641e-07	1.3951e-07	1.1537e-07	1.8695e-08	1.8671e-08	1.8671e-08	1.8671e-08
prot_Q8CJP7	6.9252e-07	0	2.0641e-07	0	2.3869e-08	2.3088e-08	0	8.7452e-09	0	3.9612e-07	0	1.475e-07	0	0	0	0	1.9741e-08
prot_Q8CJP9	1.8572e-05	1.8572e-05	1.8572e-05	2.4701e-06	2.3864e-06	2.3083e-06	8.853e-07	8.743e-07	8.6359e-07	1.8572e-05	1.8572e-05	1.4746e-05	0	0	1.9736e-06	0	1.9736e-06
prot_Q8CJQ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJQ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJQ9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJR9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJS6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJT5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJU1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJU5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJV5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJX0	0	0	0	0	0	0	0	0	0	5.1634e-08	0	0	0	0	0	0	0
prot_Q8CJX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJX6	2.1212e-06	8.9394e-07	6.3223e-07	7.5678e-08	7.3113e-08	7.072e-08	2.7124e-08	2.6787e-08	2.6458e-08	1.2133e-06	5.7132e-07	4.518e-07	3.7363e-07	6.0545e-08	6.0467e-08	6.0467e-08	6.0467e-08
prot_Q8CJX7	2.9484e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJX8	7.9739e-07	3.3604e-07	2.3766e-07	2.8448e-08	2.7484e-08	2.6584e-08	1.0196e-08	1.0069e-08	0	4.561e-07	2.1477e-07	1.6983e-07	1.4045e-07	2.276e-08	2.273e-08	2.273e-08	2.273e-08
prot_Q8CJY0	5.8212e-06	9.2695e-06	1.4753e-05	1.9462e-05	2.1686e-05	1.5301e-05	1.2054e-05	2.5983e-05	1.1776e-05	1.2594e-05	1.6552e-05	1.7591e-05	2.2988e-05	1.9908e-05	2.5268e-05	2.497e-05	1.1765e-05
prot_Q8CJY5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CJZ5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CK02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CK03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CK04	1.4276e-08	6.0165e-09	4.2551e-09	5.0934e-10	4.9207e-10	4.7597e-10	1.8255e-10	1.8028e-10	1.7807e-10	8.166e-09	3.8452e-09	3.0407e-09	2.5146e-09	4.0749e-10	4.0696e-10	4.0696e-10	4.0696e-10
prot_Q8CK08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CK14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CK19	2.5924e-08	1.0925e-08	7.7267e-09	9.2489e-10	8.9354e-10	8.6429e-10	3.3149e-10	3.2737e-10	3.2336e-10	1.4828e-08	6.9824e-09	5.5216e-09	4.5663e-09	7.3995e-10	7.3898e-10	7.3898e-10	7.3898e-10
prot_Q8CK24	3.6292e-06	3.9922e-06	4.3746e-06	3.3131e-06	0	0	0	0	5.95e-07	0	0	0	0	1.3616e-06	0	2.2087e-06	1.3598e-06
prot_Q8CK27	4.441e-07	1.8716e-07	1.3236e-07	1.5844e-08	1.5307e-08	1.4806e-08	5.6786e-09	5.6081e-09	0	2.5402e-07	1.1961e-07	9.4589e-08	7.8223e-08	1.2676e-08	1.2659e-08	1.2659e-08	1.2659e-08
prot_Q8CK28	2.8253e-06	1.1906e-06	8.4207e-07	1.008e-07	9.7379e-08	9.4192e-08	3.6126e-08	3.5677e-08	3.524e-08	1.616e-06	7.6095e-07	6.0175e-07	4.9764e-07	8.064e-08	8.0536e-08	8.0536e-08	8.0536e-08
prot_Q8CK33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CK34	5.0407e-05	2.1243e-05	1.5024e-05	1.7983e-06	1.7374e-06	1.6805e-06	6.4454e-07	6.3653e-07	6.2873e-07	2.8832e-05	1.3576e-05	1.0736e-05	8.8786e-06	1.4387e-06	1.4369e-06	1.4369e-06	1.4369e-06
prot_Q8CK39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CK43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CK44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CK48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CK51	1.2633e-06	0	0	0	0	0	1.8841e-10	0	0	0	0	0	0	0	0	0	0
prot_Q8CK53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CK55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q8CK64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93IU8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93IU9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93IW2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93IX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93IZ0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93IZ9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93J01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93J08	1.4883e-06	9.4243e-07	0	0	5.1947e-07	5.0254e-07	0	0	0	0	8.0765e-08	4.7475e-07	4.2978e-07	6.0061e-07	0	0	2.8409e-07
prot_Q93J31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93J44	7.9739e-07	3.3604e-07	2.3766e-07	2.8448e-08	2.7484e-08	2.6584e-08	1.0196e-08	1.0069e-08	0	4.561e-07	2.1477e-07	1.6983e-07	1.4045e-07	2.276e-08	2.273e-08	2.273e-08	2.273e-08
prot_Q93J51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93J59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93J60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93J61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93J62	0	0	0	1.1277e-06	0	0	0	7.4693e-07	0	0	0	5.6733e-07	4.9223e-07	0	0	9.8501e-07	0
prot_Q93J68	4.5151e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93J74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93J90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JC7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JE7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JE8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JF1	0	0	6.0353e-10	7.2243e-11	0	0	2.5892e-11	2.5571e-11	0	0	0	0	0	0	5.7721e-11	0	0
prot_Q93JF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JH4	0	0	0	0	0	0	0	0	0	1.0543e-06	5.53e-07	3.9466e-07	0	0	0	0	0
prot_Q93JH8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JI5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JJ0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JJ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JL0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93JL5	1.8381e-06	0	0	2.0465e-07	1.9771e-07	0	0	7.2437e-08	0	3.2811e-06	0	1.2217e-06	1.0104e-06	0	1.6351e-07	1.6351e-07	0
prot_Q93RT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93RV9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93RW0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93RW1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93RW2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93RW7	9.4814e-12	3.9957e-12	2.8259e-12	3.3827e-13	3.268e-13	3.161e-13	1.2124e-13	1.1973e-13	1.1826e-13	0	2.5537e-12	2.0194e-12	1.67e-12	2.7063e-13	2.7027e-13	0	2.7027e-13
prot_Q93RW8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93RW9	6.8267e-08	2.8769e-08	2.0347e-08	2.4355e-09	0	2.276e-09	8.7291e-10	8.6207e-10	8.5151e-10	3.9048e-08	1.8387e-08	1.454e-08	1.2024e-08	0	1.946e-09	1.946e-09	1.946e-09
prot_Q93RX0	1.6842e-08	7.0977e-09	5.0198e-09	6.0087e-10	5.805e-10	0	2.1536e-10	0	0	9.6335e-09	4.5362e-09	3.5872e-09	2.9665e-09	4.8072e-10	4.8009e-10	0	0
prot_Q93RX1	6.8267e-08	2.8769e-08	2.0347e-08	2.4355e-09	2.353e-09	2.276e-09	8.7291e-10	8.6207e-10	8.5151e-10	3.9048e-08	1.8387e-08	1.454e-08	1.2024e-08	1.9485e-09	1.946e-09	1.946e-09	1.946e-09
prot_Q93RX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93RX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q93RY0	0	0	0	0	0	0	8.65e-10	8.5425e-10	0	0	0	0	1.1915e-08	0	0	0	0
prot_Q9AD82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9AD83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9AD84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9AD86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9AD88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9ADA4	1.0411e-07	4.3875e-08	3.103e-08	3.7143e-09	0	0	1.3312e-09	1.3147e-09	0	5.955e-08	2.8041e-08	2.2174e-08	1.8338e-08	0	2.9677e-09	0	0
prot_Q9ADA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9ADA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9ADB2	9.8497e-07	4.1509e-07	2.9357e-07	3.5141e-08	3.3949e-08	3.2838e-08	1.2595e-08	1.2438e-08	1.2286e-08	5.6339e-07	2.6529e-07	2.0979e-07	1.7349e-07	2.8114e-08	2.8077e-08	2.8077e-08	2.8077e-08
prot_Q9ADB3	2.4692e-06	0	7.3595e-07	0	8.5107e-08	8.2322e-08	3.1573e-08	3.1181e-08	0	0	0	5.2592e-07	0	0	0	7.0386e-08	0
prot_Q9ADB4	1.147e-06	2.9241e-08	4.6503e-07	0	0	5.2018e-08	0	1.6321e-08	1.9461e-08	7.3929e-07	4.2023e-07	0	2.2766e-07	4.4534e-08	3.6843e-08	0	4.4476e-08
prot_Q9ADB5	0	3.7447e-07	2.6484e-07	0	0	0	0	1.1221e-08	0	5.0825e-07	2.3933e-07	0	0	2.5362e-08	0	2.5329e-08	0
prot_Q9ADB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9ADD7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9ADE8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9ADF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9ADG1	1.3232e-05	3.0328e-06	1.2373e-06	1.3102e-07	1.7282e-07	1.3581e-07	5.0571e-08	4.6376e-08	4.9329e-08	3.7149e-06	1.348e-06	7.8883e-07	6.4795e-07	6.4233e-07	1.4293e-07	1.0469e-07	1.1794e-07
prot_Q9ADG3	4.9158e-06	2.0716e-06	1.4651e-06	1.7538e-07	1.6943e-07	1.6389e-07	6.2857e-08	6.2076e-08	6.1315e-08	2.8118e-06	1.324e-06	1.047e-06	8.6586e-07	1.4031e-07	1.4013e-07	1.4013e-07	1.4013e-07
prot_Q9ADG4	6.3252e-08	2.6656e-08	1.8852e-08	2.2566e-09	0	0	8.0879e-10	7.9874e-10	0	3.6179e-08	1.7036e-08	1.3472e-08	1.1141e-08	0	1.803e-09	0	0
prot_Q9ADG5	7.4159e-07	3.1253e-07	2.2103e-07	2.6458e-08	2.5561e-08	2.4724e-08	9.4826e-09	9.3648e-09	0	4.2418e-07	1.9974e-07	1.5795e-07	1.3062e-07	2.1167e-08	2.1139e-08	2.1139e-08	2.1139e-08
prot_Q9ADG6	7.4159e-07	3.1253e-07	2.2103e-07	2.6458e-08	2.5561e-08	2.4724e-08	9.4826e-09	9.3648e-09	0	4.2418e-07	1.9974e-07	1.5795e-07	1.3062e-07	2.1167e-08	2.1139e-08	2.1139e-08	2.1139e-08
prot_Q9ADI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9ADI8	3.136e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9ADK0	0	0	2.6418e-09	3.1622e-10	0	0	1.1334e-10	1.1193e-10	0	0	0	0	0	0	2.5266e-10	0	0
prot_Q9ADP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9AK25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9AK36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9AK37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9AK45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9AK62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7659e-09	0	0
prot_Q9AK68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9AK76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9AK84	1.3448e-08	1.0067e-07	2.3645e-07	8.8344e-07	3.3058e-07	2.6907e-08	1.0592e-08	1.6832e-06	7.3256e-09	1.18e-06	1.5346e-07	1.2562e-06	9.093e-07	2.2643e-08	1.2526e-06	1.68e-06	1.6242e-08
prot_Q9EWD8	0	0	0	0	0	0	4.4906e-10	0	0	0	0	0	0	0	9.682e-09	0	0
prot_Q9EWF0	3.3767e-06	0	0	8.8344e-07	1.2763e-06	8.9637e-07	0	0	6.7412e-07	1.3481e-06	0	0	3.4349e-09	0	6.4413e-07	0	0
prot_Q9EWF1	0	1.0014e-07	2.4309e-09	4.224e-07	0	0	1.0429e-10	3.9332e-07	0	0	0	0	0	0	2.3249e-10	1.1065e-07	0
prot_Q9EWF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWF9	1.4219e-07	5.9924e-08	4.238e-08	3.2903e-09	0	0	1.8182e-09	1.1646e-09	0	5.2752e-08	3.8298e-08	1.9643e-08	1.6244e-08	4.0585e-09	2.6289e-09	0	0
prot_Q9EWG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWG7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prot_Q9EWG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
