"Pathways"	"Subsystem 1"	"Subsystem 2"
CODH-PWY	Autotrophic-CO2-Fixation	CO2-Fixation
PWY-7784	Autotrophic-CO2-Fixation	CO2-Fixation
PWY-7024	Autotrophic-CO2-Fixation // Super-Pathways	CO2-Fixation // Pathways
PWY-1269	CMP-KDO-Biosynthesis // CMP-Sugar-Biosynthesis	CMP-Sugar-Biosynthesis // SUGAR-NUCLEOTIDES
PWY-7674	CMP-KDO-Biosynthesis // CMP-Sugar-Biosynthesis	CMP-Sugar-Biosynthesis // SUGAR-NUCLEOTIDES
PWY-6749	CMP-Legionaminate-Biosynthesis	CMP-Sugar-Biosynthesis
PWY-7131	CMP-Legionaminate-Biosynthesis	CMP-Sugar-Biosynthesis
PWY-6138	CMP-N-Acetylneuraminate-Biosynthesis	CMP-Sugar-Biosynthesis
PWY-6139	CMP-N-Acetylneuraminate-Biosynthesis	CMP-Sugar-Biosynthesis
PWY-6190	Dichlorotoluene-Degradation	Chlorotoluene-Degradation
PWY-6191	Dichlorotoluene-Degradation	Chlorotoluene-Degradation
PWY-6192	Dichlorotoluene-Degradation	Chlorotoluene-Degradation
PWY-6103	3-Chlorotoluene-Degradation	Chlorotoluene-Degradation
PWY-6104	3-Chlorotoluene-Degradation	Chlorotoluene-Degradation
CHLOROPHYLL-SYN	Chlorophyllide-a-Biosynthesis	Chlorophyll-Biosynthesis
PWY-5531	Chlorophyllide-a-Biosynthesis	Chlorophyll-Biosynthesis
PWY-7159	Chlorophyllide-a-Biosynthesis	Chlorophyll-Biosynthesis
PWY-5086	Chlorophyll-a-Biosynthesis	Chlorophyll-Biosynthesis
PWY-5064	Chlorophyll-a-Biosynthesis	Chlorophyll-Biosynthesis
PWY-7764	Chlorophyll-a-Biosynthesis	Chlorophyll-Biosynthesis
PWY-5068	Chlorophyll-a-Biosynthesis	Chlorophyll-Biosynthesis
PWY-5529	Chlorophyll-a-Biosynthesis // Super-Pathways	Chlorophyll-Biosynthesis // Pathways
PWY-6089	3-Chlorocatechol-Degradation	Chlorocatechol-Degradation
PWY-6193	3-Chlorocatechol-Degradation	Chlorocatechol-Degradation
PWY-6214	3-Chlorocatechol-Degradation	Chlorocatechol-Degradation
PWY-6088	3-Chlorobenzoate-Degradation	Chlorobenzoate-Degradation
PWY-6216	3-Chlorobenzoate-Degradation	Chlorobenzoate-Degradation
PWY-6228	3-Chlorobenzoate-Degradation	Chlorobenzoate-Degradation
PWY-6099	Chlorobenzene-Degradation	Chloroaromatic-Compounds-Degradation
PWY-6091	Chlorobenzene-Degradation	Chloroaromatic-Compounds-Degradation
PWY-6090	Chlorobenzene-Degradation	Chloroaromatic-Compounds-Degradation
PWY-6081	Chlorobenzene-Degradation	Chloroaromatic-Compounds-Degradation
14DICHLORBENZDEG-PWY	Chlorobenzene-Degradation	Chloroaromatic-Compounds-Degradation
PWY-6221	Chlorobenzoate-Degradation	Chloroaromatic-Compounds-Degradation
PWY-6094	Chlorocatechol-Degradation	Chloroaromatic-Compounds-Degradation
PWY-6217	Chlorobenzoate-Degradation	Chloroaromatic-Compounds-Degradation
PWY-6084	Chlorocatechol-Degradation	Chloroaromatic-Compounds-Degradation
PWY-6093	Chlorocatechol-Degradation	Chloroaromatic-Compounds-Degradation
PWY-6215	Chlorobenzoate-Degradation	Chloroaromatic-Compounds-Degradation
PWY-6087	Chlorocatechol-Degradation	Chloroaromatic-Compounds-Degradation
PWY-6083	Chlorobenzene-Degradation	Chloroaromatic-Compounds-Degradation
PWY-7425	2-Chloroacrylates-Degradation	CHLORINATED-COMPOUNDS-DEG
PWY-7428	2-Chloroacrylates-Degradation	CHLORINATED-COMPOUNDS-DEG
PWY-5370	Carbon-tetrachloride-degradation	CHLORINATED-COMPOUNDS-DEG
PWY-5372	Carbon-tetrachloride-degradation	CHLORINATED-COMPOUNDS-DEG
P283-PWY	Hydrogen-Oxidation	CHEMOAUTOTROPHIC-ENERGY-METABOLISM
PWY-5382	Hydrogen-Oxidation	CHEMOAUTOTROPHIC-ENERGY-METABOLISM
PWY-6512	Hydrogen-Oxidation	CHEMOAUTOTROPHIC-ENERGY-METABOLISM
PWY-7467	Teichoic-Acids-Biosynthesis	Cell-Wall-Biosynthesis
PEPTIDOGLYCANSYN-PWY	Peptidoglycan-Biosynthesis // Super-Pathways	Cell-Wall-Biosynthesis // Pathways
PWY-5265	Peptidoglycan-Biosynthesis // Super-Pathways	Cell-Wall-Biosynthesis // Pathways
PWY-6385	Peptidoglycan-Biosynthesis // Super-Pathways	Cell-Wall-Biosynthesis // Pathways
PWY-6459	Peptidoglycan-Cross-Bridge-Biosynthesis	Cell-Wall-Biosynthesis
PWY-6461	Peptidoglycan-Cross-Bridge-Biosynthesis	Cell-Wall-Biosynthesis
PWY-6462	Peptidoglycan-Cross-Bridge-Biosynthesis	Cell-Wall-Biosynthesis
PWY-6463	Peptidoglycan-Cross-Bridge-Biosynthesis	Cell-Wall-Biosynthesis
PWY0-1586	Peptidoglycan-Biosynthesis	Cell-Wall-Biosynthesis
PWY-7819	Teichoic-Acids-Biosynthesis	Cell-Wall-Biosynthesis
TEICHOICACID-PWY	Teichoic-Acids-Biosynthesis	Cell-Wall-Biosynthesis
PWY-7815	Teichoic-Acids-Biosynthesis	Cell-Wall-Biosynthesis
PWY-7816	Teichoic-Acids-Biosynthesis	Cell-Wall-Biosynthesis
PWY-7817	Teichoic-Acids-Biosynthesis	Cell-Wall-Biosynthesis
PWY-7818	Teichoic-Acids-Biosynthesis	Cell-Wall-Biosynthesis
PWY-6387	Acetylmuramoyl-Pentapeptide-Biosynthesis	Cell-Wall-Biosynthesis
PWY-6386	Acetylmuramoyl-Pentapeptide-Biosynthesis	Cell-Wall-Biosynthesis
PWY-7953	Acetylmuramoyl-Pentapeptide-Biosynthesis	Cell-Wall-Biosynthesis
PWY-6626	Cell-Wall-Biosynthesis	Cell-Structure-Biosynthesis
ECASYN-PWY	Lipopolysaccharide-Biosynthesis // Super-Pathways	Cell-Structure-Biosynthesis // Pathways
PWY-6397	Cell-Wall-Biosynthesis	Cell-Structure-Biosynthesis
PWY-6404	Cell-Wall-Biosynthesis // Super-Pathways	Cell-Structure-Biosynthesis // Pathways
PWY-7820	Cell-Wall-Biosynthesis	Cell-Structure-Biosynthesis
PWY-6454	Cell-Wall-Biosynthesis // Vancomycin-Resistnace	Cell-Structure-Biosynthesis // Antibiotic-Resistance
PWY-6455	Cell-Wall-Biosynthesis // Vancomycin-Resistnace	Cell-Structure-Biosynthesis // Antibiotic-Resistance
PWY-7637	C40-Carotenoids-Biosynthesis // Metabolic-Clusters	CAROTENOID-SYN // TETRATERPENOID-SYN // Pathways
PWY-6767	C30-Carotenoids-Biosynthesis // TRITERPENOID-SYN	CAROTENOID-SYN // TRITERPENOID-SYN // Terpenoid-Biosynthesis
PWY-5288	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-7636	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-7623	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-7944	C50-Carotenoids-Biosynthesis	CAROTENOID-SYN
PWY-5943	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-7393	C40-Carotenoids-Biosynthesis // Super-Pathways	CAROTENOID-SYN // TETRATERPENOID-SYN // Pathways
PWY-7945	C50-Carotenoids-Biosynthesis	CAROTENOID-SYN
PWY-5291	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-5174	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-7939	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY18HP-2	C50-Carotenoids-Biosynthesis	CAROTENOID-SYN
PWY-5946	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-7949	C40-Carotenoids-Biosynthesis // Interconversion	CAROTENOID-SYN // TETRATERPENOID-SYN // Activation-Inactivation-Interconversion
PWY-7950	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-7638	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-7947	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-5175	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-7940	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-5947	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-6279	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-6809	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-6287	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-7175	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-7591	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-7946	C50-Carotenoids-Biosynthesis	CAROTENOID-SYN
PWY-6286	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-6581	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-5875	C30-Carotenoids-Biosynthesis // TRITERPENOID-SYN	CAROTENOID-SYN // TRITERPENOID-SYN // Terpenoid-Biosynthesis
CAROTENOID-PWY	C40-Carotenoids-Biosynthesis // Super-Pathways	CAROTENOID-SYN // TETRATERPENOID-SYN // Pathways
PWY-6280	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-5945	C40-Carotenoids-Biosynthesis // Interconversion	CAROTENOID-SYN // TETRATERPENOID-SYN // Activation-Inactivation-Interconversion
PWY-5944	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-6288	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN
PWY-5130	2-Oxobutanoate-Degradation // Super-Pathways	CARBOXYLATES-DEG // Pathways
2OXOBUTYRATECAT-PWY	2-Oxobutanoate-Degradation	CARBOXYLATES-DEG
PWY0-1312	Acetate-Formation	CARBOXYLATES-DEG // Fermentation-to-Acids
PWY-5535	Acetate-Formation	CARBOXYLATES-DEG // Fermentation-to-Acids
PWY-5536	Acetate-Formation	CARBOXYLATES-DEG // Fermentation-to-Acids
P161-PWY	Acetate-Formation // Pyruvate-Ethanol-Fermentation	CARBOXYLATES-DEG // Fermentation-to-Acids // Alcohol-Biosynthesis // Pyruvate-Degradation
P124-PWY	Acetate-Formation // Fermentation-to-Lactate // Sugars-And-Polysaccharides-Degradation	CARBOXYLATES-DEG // Fermentation-to-Acids // Carbohydrates-Degradation
PWY-7754	Bile-Acids-Degradation	CARBOXYLATES-DEG // Steroids-Degradation
PWY0-43	SUCC-DEG	CARBOXYLATES-DEG
PWY-7242	SUGAR-ACIDS-DEG	CARBOXYLATES-DEG // Sugar-Derivatives
GALACTCAT-PWY	SUGAR-ACIDS-DEG	CARBOXYLATES-DEG // Sugar-Derivatives
DHGLUCONATE-PYR-CAT-PWY	SUGAR-ACIDS-DEG // Sugars-And-Polysaccharides-Degradation	CARBOXYLATES-DEG // Sugar-Derivatives // Carbohydrates-Degradation
PWY-6518	Bile-Acids-Degradation	CARBOXYLATES-DEG // Steroids-Degradation
GLYCOLATEMET-PWY	Glycolate-Degradation	CARBOXYLATES-DEG
GLYOXDEG-PWY	Glycolate-Degradation	CARBOXYLATES-DEG
PWY-6649	Glycolate-Degradation	CARBOXYLATES-DEG
P461-PWY	Acetate-Formation // Fermentation-to-Lactate // Pyruvate-Ethanol-Fermentation // SUGAR-ALCOHOLS-DEG // Super-Pathways	CARBOXYLATES-DEG // Fermentation-to-Acids // Alcohol-Biosynthesis // Pyruvate-Degradation // Sugar-Derivatives // Pathways
KETOGLUCONMET-PWY	SUGAR-ACIDS-DEG // Super-Pathways	CARBOXYLATES-DEG // Sugar-Derivatives // Pathways
PROPFERM-PWY	Acetate-Formation // Fermentation-to-propanoate // Super-Pathways	CARBOXYLATES-DEG // Fermentation-to-Acids // Pathways
PWY0-301	Ascorbate-Degradation	CARBOXYLATES-DEG
PWY-6961	Ascorbate-Degradation	CARBOXYLATES-DEG
PWY-6960	Ascorbate-Degradation	CARBOXYLATES-DEG
PWY-6704	Ascorbate-Degradation	CARBOXYLATES-DEG
PWY-6959	Ascorbate-Degradation	CARBOXYLATES-DEG
PWY0-1306	SUGAR-ACIDS-DEG	CARBOXYLATES-DEG // Sugar-Derivatives
P162-PWY	Acetate-Formation // Acetyl-CoA-Butyrate // GLUTAMATE-DEG	CARBOXYLATES-DEG // Fermentation-to-Acids // Proteinogenic-Amino-Acids-Degradation
PWY-7566	SUGAR-ACIDS-DEG	CARBOXYLATES-DEG // Sugar-Derivatives
IDNCAT-PWY	SUGAR-ACIDS-DEG	CARBOXYLATES-DEG // Sugar-Derivatives
P163-PWY	Acetate-Formation // Acetyl-CoA-Butyrate // LYSINE-DEG	CARBOXYLATES-DEG // Fermentation-to-Acids // Proteinogenic-Amino-Acids-Degradation
PWY-7516	SUGAR-ACIDS-DEG	CARBOXYLATES-DEG // Sugar-Derivatives
PWY-7686	L-Malate-Degradation	CARBOXYLATES-DEG
PWY-5794	Malonate-Degradation	CARBOXYLATES-DEG
PWY-6060	Malonate-Degradation	CARBOXYLATES-DEG
PWY-6694	Oxalate-Degradation	CARBOXYLATES-DEG
PWY-6695	Oxalate-Degradation	CARBOXYLATES-DEG
PWY-6696	Oxalate-Degradation	CARBOXYLATES-DEG
PWY-6697	Oxalate-Degradation	CARBOXYLATES-DEG
PWY-6698	Oxalate-Degradation	CARBOXYLATES-DEG
PWY-7985	Oxalate-Degradation	CARBOXYLATES-DEG
PROPIONMET-PWY	Propionate-Degradation	CARBOXYLATES-DEG
PWY-7574	Propionate-Degradation	CARBOXYLATES-DEG
PWY-7180	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-7778	Alkene-Degradation	Carbohydrates-Degradation
PWY0-1300	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-7562	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-6816	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation
PWY-6986	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation
PWY-7456	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation
PWY0-1309	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-7828	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation
PWY0-44	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-7395	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
MANNCAT-PWY	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-7776	Alkene-Degradation	Carbohydrates-Degradation
PWY4FS-13	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY0-1314	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
FUCCAT-PWY	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-6827	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation
GLUCOSE1PMETAB-PWY	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-7777	Alkene-Degradation	Carbohydrates-Degradation
PWY-7459	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-7130	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
LYXMET-PWY	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
P302-PWY	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-6778	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
MALTOSECAT-PWY	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY0-1301	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-7077	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-6815	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation
PWY-7774	Propane-Degradation	Carbohydrates-Degradation
PWY-7775	Propane-Degradation	Carbohydrates-Degradation
PWY-5534	Alkene-Degradation	Carbohydrates-Degradation
RIBOKIN-PWY	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-6527	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-6901	Sugars-And-Polysaccharides-Degradation // Super-Pathways	Carbohydrates-Degradation // Pathways
PWY-7647	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation
PWY4FS-12	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-6773	Polysaccharides-Biosynthesis	Carbohydrates-Biosynthesis // Glycan-Biosynthesis
PWY-6333	Acetaldehyde-Biosynthesis	Carbohydrates-Biosynthesis
PWY-6330	Acetaldehyde-Biosynthesis // SECONDARY-METABOLITE-BIOSYNTHESIS	Carbohydrates-Biosynthesis // Biosynthesis
PWY-6658	Polysaccharides-Biosynthesis	Carbohydrates-Biosynthesis // Glycan-Biosynthesis
PWY-7032	Alkanes-Biosynthesis	Carbohydrates-Biosynthesis
PWY-7033	Alkanes-Biosynthesis	Carbohydrates-Biosynthesis
PWY-6403	Polysaccharides-Biosynthesis	Carbohydrates-Biosynthesis // Glycan-Biosynthesis
PWY-6981	Polysaccharides-Biosynthesis // Super-Pathways	Carbohydrates-Biosynthesis // Glycan-Biosynthesis // Pathways
PWY-6566	Glycan-Biosynthesis // Glycosaminoglycans-Biosynthesis	Carbohydrates-Biosynthesis // Glycan-Pathways // Polysaccharides-Biosynthesis
PWY-822	Polysaccharides-Biosynthesis	Carbohydrates-Biosynthesis // Glycan-Biosynthesis
PWY-6557	Glycan-Biosynthesis // Glycosaminoglycans-Biosynthesis // Protein-Glycosylation	Carbohydrates-Biosynthesis // Glycan-Pathways // Polysaccharides-Biosynthesis // Glycan-Biosynthesis // Protein-Modification
PWY-7027	Olefins-Biosynthesis	Carbohydrates-Biosynthesis
PWY-6622	Alkanes-Biosynthesis	Carbohydrates-Biosynthesis
PWY-5750	Itaconate-Biosynthesis	Carbohydrates-Biosynthesis
PWY-8018	Itaconate-Biosynthesis	Carbohydrates-Biosynthesis
LIPA-CORESYN-PWY	Glycan-Biosynthesis // Lipid-Biosynthesis	Carbohydrates-Biosynthesis // Glycan-Pathways // Biosynthesis
PWY-6524	Oligosaccharides-Biosynthesis	Carbohydrates-Biosynthesis
PWY-7943	Olefins-Biosynthesis // TETRATERPENOID-SYN	Carbohydrates-Biosynthesis // Terpenoid-Biosynthesis
PWY-6116	Oligosaccharides-Biosynthesis	Carbohydrates-Biosynthesis
PWY-7031	Oligosaccharides-Biosynthesis // Protein-Glycosylation	Carbohydrates-Biosynthesis // Glycan-Biosynthesis // Protein-Modification
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	Oligosaccharides-Biosynthesis // Protein-Glycosylation	Carbohydrates-Biosynthesis // Glycan-Biosynthesis // Protein-Modification
PWY-7037	Oligosaccharides-Biosynthesis // Protein-Glycosylation	Carbohydrates-Biosynthesis // Glycan-Biosynthesis // Protein-Modification
PWY-5337	Oligosaccharides-Biosynthesis	Carbohydrates-Biosynthesis
PWY-6525	Oligosaccharides-Biosynthesis	Carbohydrates-Biosynthesis
PWY-6655	Glycan-Biosynthesis	Carbohydrates-Biosynthesis // Glycan-Pathways
PWY-5936	Polysaccharides-Biosynthesis	Carbohydrates-Biosynthesis // Glycan-Biosynthesis
PWY-5305	APOCAROTENOID-SYN	C40-Carotenoids-Biosynthesis
PWY-5397	APOCAROTENOID-SYN	C40-Carotenoids-Biosynthesis
PWY-5398	APOCAROTENOID-SYN	C40-Carotenoids-Biosynthesis
PWY-7938	Isorenieratene-Biosynthesis	C40-Carotenoids-Biosynthesis
PWY-7941	Isorenieratene-Biosynthesis	C40-Carotenoids-Biosynthesis
PWY-6681	APOCAROTENOID-SYN	C40-Carotenoids-Biosynthesis
PWY-5942	Lycopene-Biosynthesis // Super-Pathways	C40-Carotenoids-Biosynthesis // Pathways
PWY-6475	Lycopene-Biosynthesis	C40-Carotenoids-Biosynthesis
PWYQT-4429	CO2-Fixation	C1-COMPOUNDS
PWY-7854	CO2-Fixation	C1-COMPOUNDS
PWY-1622	Formaldehyde-Assimilation	C1-COMPOUNDS
PWY-1861	Formaldehyde-Assimilation	C1-COMPOUNDS
P185-PWY	Formaldehyde-Assimilation	C1-COMPOUNDS
PWY-1801	Formaldehyde-Oxidation	C1-COMPOUNDS
PWY1G-170	Formaldehyde-Oxidation	C1-COMPOUNDS
FORMASS-PWY	Formaldehyde-Oxidation	C1-COMPOUNDS
PWY-7908	Formaldehyde-Oxidation	C1-COMPOUNDS
PWY-1723	Formaldehyde-Oxidation	C1-COMPOUNDS
PWY-7909	Formaldehyde-Oxidation	C1-COMPOUNDS
PWY-1641	Methane-Oxidation	C1-COMPOUNDS
PWY-6742	Methane-Oxidation	C1-COMPOUNDS
PWY-1701	Methanol-Oxidation // Super-Pathways	C1-COMPOUNDS // Pathways
PWY-6966	Methanol-Oxidation	C1-COMPOUNDS
PWY-6510	Methanol-Oxidation	C1-COMPOUNDS
PWY-6509	Methanol-Oxidation	C1-COMPOUNDS
PWY-5506	Methanol-Oxidation	C1-COMPOUNDS
PWY-5493	CO2-Fixation	C1-COMPOUNDS
PWY-7556	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5954	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7907	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7654	HORMONE-SYN // Metabolic-Clusters	Biosynthesis // Pathways
KDO-LIPASYN-PWY	Lipid-Biosynthesis	Biosynthesis
PWY-7216	Storage-Compounds-Biosynthesis	Biosynthesis
PWY-5765	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7958	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7959	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5901	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis
PWY-7536	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6839	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6660	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-8019	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5782	Carbohydrates-Biosynthesis	Biosynthesis
PWY-7076	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7064	Cofactor-Biosynthesis	Biosynthesis
PWY-5979	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7303	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis
PWY-6661	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5886	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis
PWY-6920	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6012	Cofactor-Biosynthesis // Interconversion	Biosynthesis // Activation-Inactivation-Interconversion
PWY-5148	Lipid-Biosynthesis	Biosynthesis
PWY-5142	Lipid-Biosynthesis	Biosynthesis
PWY-5959	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5960	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7540	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY0-1303	Polyamine-Biosynthesis	Biosynthesis
PWY-7599	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY66-378	HORMONE-SYN	Biosynthesis
PWY66-395	HORMONE-SYN	Biosynthesis
PWY66-394	HORMONE-SYN	Biosynthesis
PWY66-393	HORMONE-SYN	Biosynthesis
PWY-6458	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis
PWY-6323	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis
PWY-7740	Lipid-Biosynthesis	Biosynthesis
PWY0-1264	Lipid-Biosynthesis	Biosynthesis
PWY-7639	Cofactor-Biosynthesis	Biosynthesis
PWY-7423	HORMONE-SYN // Metabolic-Clusters	Biosynthesis // Pathways
PWY66-374	HORMONE-SYN	Biosynthesis
PWY66-420	Metabolic-Regulators	Biosynthesis
PWY66-301	HORMONE-SYN	Biosynthesis
P2-PWY	Cofactor-Biosynthesis	Biosynthesis
P241-PWY	Cofactor-Biosynthesis	Biosynthesis
COLANSYN-PWY	Carbohydrates-Biosynthesis // Super-Pathways	Biosynthesis // Pathways
PWY-6158	Metabolic-Regulators // Polyamine-Biosynthesis	Biosynthesis
PWY-7052	Storage-Compounds-Biosynthesis	Biosynthesis
PWY-6476	Cofactor-Biosynthesis	Biosynthesis
TRIGLSYN-PWY	Lipid-Biosynthesis	Biosynthesis
PWY-6804	Lipid-Biosynthesis	Biosynthesis
PWY-6795	Lipid-Biosynthesis // SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6949	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6950	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7744	Lipid-Biosynthesis	Biosynthesis
PWY-7743	Lipid-Biosynthesis	Biosynthesis
PWY-6129	Lipid-Biosynthesis	Biosynthesis
PWY-7442	Other-biosynthesis	Biosynthesis
PWY-6808	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7300	HORMONE-SYN	Biosynthesis
P101-PWY	Polyamine-Biosynthesis	Biosynthesis
PWY-5670	Lipid-Biosynthesis // TRITERPENOID-SYN	Biosynthesis // Terpenoid-Biosynthesis
PWY66-380	HORMONE-SYN	Biosynthesis
PWY-7306	HORMONE-SYN	Biosynthesis
PWY-6498	Other-biosynthesis	Biosynthesis
PWY-5198	Cofactor-Biosynthesis	Biosynthesis
PWY-5199	Cofactor-Biosynthesis	Biosynthesis
PWY-5196	Cofactor-Biosynthesis	Biosynthesis
PWY-7710	Cofactor-Biosynthesis	Biosynthesis
PWY-6644	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY66-423	Metabolic-Regulators	Biosynthesis
PWY-5975	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7752	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6707	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis
PWY-7533	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7534	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY66-381	HORMONE-SYN	Biosynthesis
PWY-5921	Aminoacyl-tRNAs-Charging	Biosynthesis
PWY-4121	Polyamine-Biosynthesis // Reductants	Biosynthesis // Cofactor-Biosynthesis
PWY-7153	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5964	Cofactor-Biosynthesis	Biosynthesis
PWY-7957	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6173	Polyamine-Biosynthesis	Biosynthesis
