Uniprot	Gene
Q9KZM9	SCO1403
Q9RDB0	SCO2841
Q9XA79	SCO0846
Q9F376	SCO4412
Q93JA2	SCO7494
Q9KZF4	SCO6999
Q8CK31	SCO1359
Q9KXU2	SCO4299
Q9EWS3	SCO0776
Q9KZR2	SCO2889
Q9RI79	SCO0097
Q9EWH6	SCO2998
Q9RI38	SCO0210
Q9Z4W3	SCO3221
Q9KYZ4	SCO7535
Q9X8T1	SCO3895
Q9F3J1	SCO5274
Q9K3J4	SCO4826
O69815	SCO6421
O69935	SCO6407
Q9KZD9	SCO6950
Q93RU4	SCO1882
Q9KZD2	SCO6957
Q9KZN2	SCO1400
Q9ACY5	SCP1.166
Q9F2U4	SCO4618
Q9F2Q0	SCO3099
Q9KY08	SCO7330
Q9KXW6	SCO4275
Q9RK54	SCO0323
Q9X8B3	SCO3538
Q9RDP1	SCO2396
Q9EWL5	SCO7775
Q9RJ92	SCO0673
Q9RJ00	SCO0165
O50512	SCO5838
Q9K427	SCO1072
Q9Z599	SCO6203
Q9L062	SCO2792
Q9L218	SCO6814
Q9X8F1	SCO3278
Q9X8P3	SCO3626
Q9L2H1	SCO2512
Q9F383	SCO4405
Q9KZG1	SCO6991
Q9KZ46	SCO7086
Q9AD35	SCP1.115
Q9X8N5	SCO3379
Q9AD49	
Q9L1R7	SCO2941
Q93JB5	SCO7481
Q9RDK2	SCO2584
Q9EWZ8	SCO1128
O86718	SCO6536
Q9L0X8	SCO3726
Q9L067	SCO2787
Q9EWQ9	SCO7668
O54129	SCO5861
Q9L0M2	SCO4638
Q9EWD4	SCO4873
Q9KYE4	SCO4126
Q9RJ02	SCO0163
Q9RJ26	SCO1842
Q9F3D7	SCO7620
Q93IW3	SCO1307
Q9S1W6	SCO0026
Q9ACX0	SCP1.182
O69892	SCO5604
Q9RDH7	SCO2750
Q9K4B9	SCO5392
Q93IW9	SCO1301
O54095	SCO5897
Q9RDF9	SCO2769
Q9S2P4	SCO2192
Q9L174	SCO7403
Q9WX02	SCO3332
Q9KZ00	SCO7529
O87837	SCO6582
Q9KYN5	SCO7350
Q9KY70	SCO4794
Q9RJB9	SCO0645
Q9RKD2	SCO3155
O69950	SCO6575
Q9X917	SCO3552
Q9KYB7	SCO6916
Q9K4K9	SCO7305
Q9L014	SCO2299
Q9KY82	SCO5020
Q9F3K2	SCO5263
Q9RI69	SCO0108
Q9KZT1	SCO2870
Q9EX24	SCO1016
Q9RKV2	SCO6240
Q9RI45	SCO0201
Q9RJJ4	SCO0394
Q9EWF8	SCO4957
O69900	SCO5612
Q9L1M8	SCO6887
Q9FBZ0	SCO7192
Q9ACS4	
Q9KZY5	SCO4441
Q9L129	SCO7430
Q9EWV1	SCO4915
Q8CJQ5	SCO5779
O88052	SCO1592
Q9L0J1	SCO4674
Q9FBY8	SCO7194
Q9KXZ3	SCO2422
Q9L1P2	SCO6873
Q9X7W7	SCO6772
Q9L1D1	SCO1551
Q9S2T8	SCO2047
Q9KY18	SCO2372
Q9RJ86	SCO0679
Q9L0J3	SCO4672
Q9RK75	SCO0535
Q9ZBT2	SCO6156
Q9L157	SCO7458
Q9K431	SCO1068
Q93JE1	SCO5986
Q9S2Q0	SCO2186
Q9L0G9	SCO4788
Q9F2R3	SCO4476
Q9F2Y5	SCO4362
Q8CJT0	SCO4676
Q9RJP7	SCO0593
O54140	SCO5874
Q9X8L1	SCO3432
Q9RKE0	SCO3498
Q9ACT3	SCP1.218c
Q9ZBS5	SCO6163
Q9RDL4	SCO2572
Q9K3R0	SCO1088
Q9EWG1	SCO4960
Q9RDM2	SCO2564
O86500	SCO6332
Q9RCU4	SCO0867
Q9RDG6	SCO2762
Q9AD17	SCP1.133
Q9Z5A0	SCO6202
Q9EWD5	SCO4872
Q9RI67	SCO0110
Q9ACT6	
Q9X8I7	SCO3407
Q9FC44	SCO7039
Q9KZY0	SCO4446
Q9S2U3	SCO2042
Q9RD47	SCO0636
Q9X808	SCO2150
Q9S2L5	SCO1988
Q9EX35	SCO1004
Q9K3W6	SCO4378
Q9L2H0	SCO2513
Q9ZBT1	SCO6157
Q9KXI1	SCO2339
Q9KYA5	SCO6928
Q9AK23	SCO4903
Q9RJE0	SCO0752
Q93RY9	SCO6002
Q9RK33	SCO0683
Q9RKA9	SCO3179
Q9L0J6	SCO4669
Q9K4K2	SCO7312
O69976	SCO5800
O86604	SCO6335
Q9FBN2	SCO5047
Q9RJN2	SCO0612
Q7AKK1	SCO4114
Q9XAB9	SCO1937
Q9RD15	SCO0896
Q9L236	SCO6796
O69830	SCO6042
Q9XA93	SCO0832
Q9KZY7	SCO4439
Q9RJY5	SCO1185
Q9F2Q6	SCO3093
Q93J75	SCO2822
Q9L245	SCO2676
Q9FCB8	SCO1249
Q9ADB8	SCO5350
Q9L0S8	SCO4516
Q9Z529	SCO5710
O69995	SCO5818
Q93JK9	SCO4985
Q9RJJ5	SCO0393
Q9X7S5	SCO7275
Q9KZD6	SCO6953
Q9RK52	SCO0325
Q9ZBH1	SCO6442
Q9X9X6	SCO1896
Q9X877	SCO3285
Q9AD29	SCP1.121
Q9RDD9	SCO2552
Q9RJD4	SCO0758
Q9KYD1	SCO6899
Q9RKR5	SCO2263
Q9K3N3	SCO1027
Q9X9Y7	SCO1885
Q9RJP5	SCO0595
Q9F2N5	SCO3115
Q8CJL5	SCO6929
Q9F3I9	SCO5276
Q9RJS3	SCO0413
Q9RKC7	SCO3160
Q9ZBH4	SCO6439
Q93IW4	SCO1306
Q9ACR9	SCP1.249c
Q9F2J3	SCO3788
Q9L0P5	SCO4246
Q9FBK2	SCO5156
Q9FBJ1	SCO5167
Q9F2S1	SCO4468
Q93IX8	SCO1292
Q9ADC5	SCO5342
Q9RD43	SCO0640
Q9S1U7	SCO0045
Q9FC66	SCO7120
Q9X8S4	SCO3657
Q9ZBF8	SCO6455
Q9F2P1	SCO3109
Q9RJC7	SCO0766
Q9L1T2	SCO2963
Q9F2N1	SCO3119
Q93IW5	SCO1305
Q9KZ94	SCO4852
Q9RDJ0	SCO2735
Q9AK85	SCO1377
Q9L0V6	SCO3749
Q9ADJ3	SCO7466
Q9KYR7	SCO5698
Q9RJE2	SCO0750
Q9X918	SCO3553
Q9ZC15	SCO6498
Q9FCC7	SCO1240
Q8CJT7	SCO4458
Q9EWY0	SCO1146
O69915	SCO6383
Q9KZV1	SCO4150
Q9KY47	SCO2343
Q9KZ38	SCO7094
Q9XAB1	SCO0814
O54184	SCO5955
Q9S1R5	SCO0226
Q9L0N2	SCO4259
Q9L1N7	SCO6878
Q9RCW8	SCO0942
Q9L2B0	SCO5410
Q9S243	SCO1709
Q9AK37	SCO4889
Q9RKX7	SCO1418
Q9FBY7	SCO7195
Q9KYX7	SCO3003
Q9RD50	SCO0632
O86838	SCO5741
Q9L1W0	SCO6825
O69928	SCP2.02
O88045	SCO1585
Q8VWD6	SCP2.16c
Q9KZ12	SCO2225
Q9RJR8	SCO0418
Q9L2G2	SCO2521
Q9AJY7	SCO7741
Q9KZE0	SCO6949
Q9S290	SCO1740
Q9EWT1	SCO0740
O86607	SCO6338
Q9L133	SCO7426
Q9ZBT8	SCO6150
Q9S267	SCO1685
Q9X880	SCO3288
Q9L1J0	SCO2727
Q9K3R2	SCO1086
Q9F2J0	SCO3791
Q9EWS5	SCO0773
O54113	SCO5917
Q9F2X2	SCO4589
Q9RDH1	SCO2756
O86624	SCO6355
Q9RJW7	SCO0343
Q9L2E5	SCO2474
Q9F2J4	SCO3787
Q9KXJ2	SCO2328
Q9KZ95	SCO4851
Q93JC5	SCO7471
Q9KZV4	SCO4147
Q93RS7	SCO6317
Q9F387	SCO7588
Q8CJY9	SCO2658
Q9KZ44	SCO7088
Q9S6U0	SCO3886
Q9ACR6	SCP1.252c
Q9RDB2	SCO2839
Q9L037	SCO7018
Q9L158	SCO7457
O86714	SCO6532
Q9FBS9	SCO7163
Q9L219	SCO6813
Q9L0W7	SCO3737
Q9RIT5	SCO0972
Q9XA84	SCO0841
Q9X8E0	SCO3267
Q9L215	SCO6817
Q9S231	SCO1769
Q9KYH4	SCO2698
Q93J35	SCO3972
Q9F3J3	SCO5272
Q9AD24	SCP1.126
Q9KZ47	SCO7085
O69898	SCO5610
Q9KYW5	SCO3016
Q9F2P2	SCO3108
Q9RIU1	SCO0966
Q9RJ48	SCO1820
Q9KXV6	SCO4285
Q9X8Y7	SCO3705
Q93J25	SCO3982
Q93J94	SCO7503
Q9L2D8	SCO2481
Q9ADD7	SCO5074
Q93J55	SCO3047
Q9ZBN8	SCO6171
Q9RKS5	SCO6269
Q9X939	SCO3586
Q9RCV5	SCO0856
O86589	SCO6224
Q8CK35	SCO1226
O69920	SCO6388
Q9X914	SCO3548
Q9KYW0	SCO3185
Q9RJ45	SCO1823
Q9X8D0	SCO3257
Q9AK17	SCO7711
Q9RKF8	SCO3479
Q9ACQ2	SCP1.266c
Q9EWL4	SCO7776
Q9S2H2	SCO2909
Q9K3P7	SCO1101
Q9ZBX3	SCO3959
Q9FBP3	SCO5034
O86651	SCO5732
Q9AD20	SCP1.130
Q9KXI0	SCO2340
Q9RCU7	SCO0864
Q9RIA2	SCO0073
Q9X7U8	SCO7251
Q9K3K8	SCO1052
Q9KZA3	SCO4843
Q9KZV5	SCO4146
O88061	SCO1601
O50530	SCO5856
O54131	SCO5865
Q9AD85	SCO4910
Q9RKV0	SCO6242
Q9EWN5	SCO7692
Q93IZ2	SCO5078
O54157	SCO5894
Q9KXK3	SCO2317
Q9S2U0	SCO2045
Q9L216	SCO6816
O69878	SCO5590
Q9F3D9	SCO7618
Q9K458	SCO7227
Q9ACZ8	SCP1.153
Q8VWD0	SCP2.24c
Q9XA69	SCO3808
Q9ADJ4	SCO7465
Q9XAH6	SCO6688
Q9X8H9	SCO3399
Q9F3E7	SCO7610
Q9L1C0	SCO1562
Q9L1M9	SCO6886
Q93J51	SCO3052
Q8CJT8	SCO4403
Q9RJ27	SCO1841
Q9L2K6	SCO0698
Q9RKI3	SCO3449
Q9KYL4	SCO7373
Q9RJS1	SCO0415
Q9KZG7	SCO6985
Q9X8E3	SCO3270
Q9KZ74	SCO3074
O86725	SCO6543
Q9RI91	SCO0084
Q9L1F2	SCO5453
Q9RI70	SCO0107
Q9KZP8	SCO1384
Q9F2P9	SCO3100
Q9RJW0	SCO0350
Q9ZC19	SCO6494
Q9ACQ7	SCP1.261c
Q9L0G3	SCO4679
Q9F2R9	SCO4470
Q9KZI2	SCO1163
Q9L2H2	SCO2511
Q9ACX7	SCP1.174
Q9EWQ1	SCO7676
Q9RKV5	SCO6237
Q9KZF8	SCO6995
Q9FCI9	SCO5199
Q9S264	SCO1688
Q9X9Y0	SCO1892
Q9AK06	SCO7722
Q93RT4	SCO6307
Q8CK38	SCO1147
Q9RKJ9	SCO4085
Q9K3Q9	SCO1089
Q9KZQ8	SCO2895
O86548	SCO6614
Q9FBZ9	SCO7183
O54145	SCO5882
Q9S2T2	SCO2057
Q9L069	SCO2785
Q9RDL6	SCO2570
Q9ACU9	SCP1.204c
Q9FC91	SCO1222
Q9K405	SCO1328
Q9K4M1	SCO7293
O86837	SCO5740
Q9ADC1	SCO5347
Q9ACS0	SCP1.248c
Q9EWE3	SCO4864
Q9X938	SCO3585
Q9KZJ2	SCO1153
Q9L0X0	SCO3734
Q93J77	SCO2820
Q93IY7	SCO5098
Q9RKQ6	SCO2272
Q9XAI2	SCO3620
Q93JK5	SCO4989
Q9RI90	SCO0085
Q9ADD2	SCO5335
Q9AD54	SCP1.96
Q9AD77	SCO4933
Q9L194	SCO7381
Q9L2E0	SCO2479
Q7AKP4	SCO2208
Q9RD57	SCO0625
Q9X8C8	SCO3255
Q9X9X0	SCO1902
Q9XA37	SCO3576
Q9KY31	SCO2359
Q9ACW2	SCP1.189
Q9EWH8	SCO2996
Q9FC61	SCO7125
O88024	SCO6668
Q9FC24	SCO7060
Q9FBU2	SCO7149
Q9S279	SCO1810
Q9FBY5	SCO7197
Q9KY38	SCO2352
Q9X884	SCO3292
Q9RD09	SCO0902
Q9RJH6	SCO0564
Q9L2D9	SCO2480
Q9RKQ7	SCO2271
Q9L0R9	SCO4525
Q9RJW5	SCO0345
Q7AKK5	SCO4074
Q9L1Z5	SCO2640
Q9RJ60	SCO1641
Q9FCF9	SCO4211
Q9RJI8	SCO0400
Q9RJ51	SCO1817
Q9FC19	SCO7065
Q9X8N0	SCO3374
Q9AK87	SCO1375
Q9L1G4	SCO2614
Q9K3T0	SCO3134
Q9Z572	SCO5507
Q9L275	SCO1534
Q9EWY9	SCO1137
Q93JI0	SCO1982
Q9L1H9	SCO2598
Q9F2Z1	SCO4356
Q9S2N9	SCO2197
Q9FC98	SCO1215
Q9L0J0	SCO4675
Q9RDI6	SCO2741
Q9FBR6	SCO5279
O86570	SCO5475
Q8CJW7	SCO3434
Q9K3B9	SCO5227
Q9S1Q6	SCO0235
Q9ZBX6	SCO3956
Q9L0G4	SCO4678
Q9KZY3	SCO4443
Q9Z5C0	SCO6182
Q8CJY3	SCO2864
Q9XAF4	SCO5305
Q9F3J0	SCO5275
Q9S255	SCO1697
Q93JL2	SCO4982
Q9X885	SCO3293
Q9ACS1	SCP1.247c
Q9L265	SCO1544
Q9KZY8	SCO4438
Q93RV6	SCO1870
O54109	SCO5913
Q9ADQ5	SCO4000
Q9RK93	SCO0269
Q9L1Q7	SCO6857
Q9K3X2	SCO4372
Q9K404	SCO1329
Q9AK49	SCO4877
Q9RJ29	SCO1839
Q7AKE6	SCO6637
Q9AD09	SCP1.141
Q9RJT1	SCO0405
Q9EWM3	SCO7766
Q9RD94	SCO2857
Q9RJ41	SCO1827
Q9XA38	SCO3575
Q9S2J7	SCO2006
O69841	SCO6053
Q9FCI7	SCO5201
Q9X7W6	SCO6771
Q9AJX8	SCO7752
Q9KZL3	SCO3031
Q9RL00	SCO0318
Q9Z575	SCO5504
Q9L1Z9	SCO2636
O86552	SCO6618
Q9L1W6	SCO6845
Q9RJN3	SCO0611
Q9KZV7	SCO4144
Q9L280	SCO1529
Q9RJJ3	SCO0395
Q9RD36	SCO0873
Q9KZI7	SCO1158
Q9L2B8	SCO5402
Q9S2F9	SCO2922
O86653	SCO5734
Q9ACY6	SCP1.165
Q9EWH9	SCO2995
Q8VWE3	SCP2.06
Q9K3R7	SCO3147
O54125	SCO5929
Q9RKR1	SCO2267
Q9RKZ9	SCO0319
Q93JA7	SCO7489
Q9L085	SCO2461
Q9AD72	SCP1.76c
Q9S2I8	SCO2015
O86538	SCO5557
Q9AK90	SCO1372
Q9L1Y1	SCO2654
Q93JD8	SCO5989
Q9L0Q2	SCO4239
Q93JA6	SCO7490
Q9K4L4	SCO7300
Q9X8F9	SCO3335
Q9ZBN7	SCO6172
Q9L179	SCO7398
Q9RK79	SCO0531
Q8CJZ1	SCO2590
Q9X8W5	SCO3683
Q9S2D7	SCO0276
Q8CK20	SCO1748
Q9F2T5	SCO4627
Q9S2D6	SCO0277
Q9L1R2	SCO6852
Q9RK69	SCO0541
Q9L0N6	SCO4255
Q9XAP5	SCO4553
Q9AD66	SCP1.85
Q9RD75	SCO0802
Q9KYE9	SCO4121
Q9X7T5	SCO7265
Q9S2A9	SCO1721
Q9S299	SCO1731
Q9KZT3	SCO2868
Q9S282	SCO1807
O69903	SCO5615
Q9S1W2	SCO0030
Q9KXK9	SCO2311
Q9ADC2	SCO5346
Q9L1N2	SCO6883
Q9L2B9	SCO5401
Q9L1N8	SCO6877
Q9S2Q1	SCO2185
O86720	SCO6538
O86591	SCO6226
Q9S2J1	SCO2012
Q9L106	SCO1453
Q9L0P4	SCO4247
O88028	SCO6672
Q9ADP5	SCO4010
Q9F339	SCO5131
Q93J65	SCO0979
Q9AJZ7	SCO7731
Q93JD2	SCO5995
Q9L2B2	SCO5408
Q9RJY9	SCO1181
Q9KZP7	SCO1385
Q8CJT9	SCO4369
Q9AJZ6	SCO7732
Q9RCW0	SCO0851
Q9KYW6	SCO3015
Q9S2D8	SCO0275
Q9RKR0	SCO2268
Q9RDD4	SCO2557
Q9FCH7	SCO4192
Q9L0K6	SCO4657
Q9K3S3	SCO3141
O88036	SCO6680
Q9L285	SCO1524
Q9X8F0	SCO3277
Q9KY83	SCO5019
Q9RKD5	SCO3152
Q9Z5B3	SCO6189
Q9L054	SCO2981
Q9KXY8	SCO2427
Q9ACW5	SCP1.186
Q9K4G1	SCO4177
Q9KY20	SCO2370
O88032	SCO6676
Q9F389	SCO7586
Q9S1V0	SCO0042
Q9FBX2	SCO7812
Q9L1X0	SCO6841
Q9RDJ3	SCO2732
Q9XA96	SCO0829
Q9K402	SCO1331
Q9FBV8	SCO7827
Q9RJZ8	SCO1172
Q9F3G5	SCO4535
Q9RD51	SCO0631
Q9L0B2	SCO2434
Q9FCL3	SCO7801
Q9L0B4	SCO2432
Q93IX4	SCO1296
Q9RCV6	SCO0855
Q9AK70	SCO4047
Q9RD81	SCO0796
Q9XAN1	SCO6699
Q9Z4X7	SCO3229
Q9RJF7	SCO0477
Q9L058	SCO2977
Q9F3F0	SCO7607
Q9RJL2	SCO0376
Q9K467	SCO7218
Q9L0U3	SCO4501
Q9FC84	SCO7102
Q9X7R0	SCO7290
Q9S2T1	SCO2058
Q9EWV5	SCO4922
Q93J79	SCO2818
Q9L159	SCO7456
Q9RJI9	SCO0399
Q9F2J9	SCO3782
Q9RJC9	SCO0764
Q9XAG6	SCO5325
Q9F3J6	SCO5269
Q9L0K7	SCO4656
Q9X7U7	SCO7252
Q9L1X9	SCO2656
Q9X941	SCO3588
O86520	SCO5538
Q9KZT5	SCO2866
Q8VWC6	SCP2.31c
Q9L163	SCO7452
Q9KYC2	SCO6908
Q9XA30	SCO3834
Q9L1R4	SCO6850
Q9F2J1	SCO3790
Q9F324	SCO3794
Q9RJ22	SCO1846
Q9F3N8	SCO7649
Q93JA1	SCO7496
Q9L1M3	SCO6892
Q9X8A5	SCO3529
Q9ZBN4	SCO6175
Q9FCK2	SCO5186
Q9KYM1	SCO7366
Q9FC59	SCO7127
Q9XA95	SCO0830
Q9L1P1	SCO6874
Q9X870	SCO3514
Q9ACU2	SCP1.211c
Q9L2A1	SCO5421
Q9X8T6	SCO3900
Q9L1D0	SCO1552
Q9AJY1	SCO7749
Q9S2H6	SCO2905
Q9RI95	SCO0080
Q9L0F5	SCO4687
Q9EWV0	SCO4912
Q93RZ7	SCO0573
Q9S1V7	SCO0035
O86579	SCO5484
Q9RJ33	SCO1835
Q9RCU9	SCO0862
Q9L2L1	SCO0692
Q9FBN3	SCO5045
Q9KYH7	SCO2695
Q7AKP9	SCO2038
Q9RK94	SCO0268
O86680	SCO6633
Q9FBT1	SCO7161
Q9AD21	SCP1.129
Q9X823	SCO6056
Q9FBY2	SCO7138
Q9F3N3	SCO7654
Q9F352	SCO5118
Q9ACT1	
Q7API4	
Q9XAP7	SCO4555
Q9L1C7	SCO1555
Q9L0S6	SCO4518
Q9ADN0	SCO4028
Q9X7Q5	SCO6749
Q9KXU4	SCO4297
Q9XA88	SCO0837
Q9FCJ5	SCO5193
Q9RJD1	SCO0761
Q9KZM3	SCO3021
Q9K4A2	SCO5219
Q9L166	SCO7449
Q93JG5	SCO7707
Q9XAA0	SCO0825
Q9EX32	SCO1008
Q9S2H5	SCO2906
Q9L011	SCO2302
Q9L1H6	SCO2601
Q9KY02	SCO7339
Q9RIV6	SCO0950
Q9K3P2	SCO1106
Q9EWR9	SCO0783
O69849	SCO6019
Q9X8C2	SCO3442
Q9L1L6	SCO5428
Q9K3T3	SCO3131
O86559	SCO6625
Q9K4C2	SCO5389
Q9XAN5	SCO6695
O69952	SCO6577
Q9K3N6	SCO1024
Q9RJB7	SCO0647
Q9KZW4	SCO4137
Q9L1U7	SCO2947
Q8CJU1	SCO4264
Q7AKF0	SCO6266
Q9XAS0	SCO4578
Q9X7P1	SCO6735
Q9EWP8	SCO7679
Q9X9U3	SCO3925
Q9L0F4	SCO4688
Q9FCL0	SCO5178
Q93J37	SCO3969
Q9RJB1	SCO0653
Q8CK57	SCO0461
Q8CJU2	SCO4260
Q9ZBT0	SCO6158
Q9S1R9	SCO0222
Q9X887	SCO3295
Q9AD23	SCP1.127
Q9S1W7	SCO0025
Q9KXW5	SCO4276
Q9ADP4	SCO4012
Q9EWS6	SCO0771
Q9F3G9	SCO4531
Q9K3R9	SCO3145
Q9S1R4	SCO0227
Q9FCG6	SCO4203
Q9KZX4	SCO4452
Q9Z541	SCO6131
Q9RKT0	SCO6262
Q9F3J7	SCO5268
Q8CJK7	SCO7198
Q93JD5	SCO5992
Q9EWE5	SCO4862
Q9KYA2	SCO5000
O86729	SCO6547
Q9WX13	SCO3321
Q9RD12	SCO0899
Q9RKL2	SCO4070
O86498	SCO6330
Q9RKH0	SCO3462
Q9FBP7	SCO5029
Q9F2M1	SCO3760
Q9EX31	SCO1009
Q9X8D9	SCO3266
Q9RDL8	SCO2568
Q9L243	SCO2678
Q9L234	SCO6798
Q9F3D6	SCO7621
Q9K3S0	SCO3144
Q9X7V6	SCO6761
Q9FBK9	SCO5149
Q9FC74	SCO7112
Q9EX38	SCO1001
Q93RW4	SCO1862
Q93J29	SCO3978
Q9F2P7	SCO3103
Q93J78	SCO2819
Q9AJZ4	SCO7734
Q9K410	SCO1323
Q9XAA8	SCO0817
Q9FBJ6	SCO5162
Q9X800	SCO2141
Q8VWC7	SCP2.30c
Q9RL53	SCO0433
O69939	SCO6411
Q9RJH7	SCO0563
Q9RKB2	SCO3175
Q9L2A8	SCO5412
Q9Z5A5	SCO6197
Q9KYC4	SCO6906
Q9AK26	SCO4900
Q9KZ92	SCO4854
Q9ACV3	SCP1.200c
Q9L155	SCO7460
O69942	SCO6567
Q9RI59	SCO0119
Q9KZJ6	SCO1149
Q9KY98	SCO5004
Q9RKX9	SCO1420
Q9KZV2	SCO4149
Q9RKP1	SCO2287
Q9ACQ0	SCP1.268
Q9KZN3	SCO1399
O50499	SCO6005
Q8CK19	SCO1761
Q9KXL4	SCO4343
Q9RJR5	SCO0421
Q9RI56	SCO0190
Q9RKR2	SCO2266
Q93J27	SCO3980
Q9L204	SCO2629
Q9FCA0	SCO1213
Q9X847	SCO3386
Q9XAD2	SCO1924
Q9ZBW7	SCO6551
Q9EX43	SCO0995
Q9K3I0	SCO1260
Q9KZG9	SCO6983
Q9RJ34	SCO1834
Q9L0Z3	SCO1466
Q9ACQ4	SCP1.264
Q8CJV0	SCO4065
Q9EWR8	SCO0784
Q9KYF8	SCO2714
Q9KYS6	SCO5689
Q9RJ64	SCO1637
Q9X840	SCO6074
Q9KYU5	SCO3200
Q9RI43	SCO0203
Q9S2F2	SCO2929
Q9KZM2	SCO3022
Q9F338	SCO5132
Q9AK96	SCO1366
Q9RKP3	SCO2285
O70002	SCO5826
Q9L008	SCO2305
Q9AD48	
Q9XAL1	SCO3591
Q9RK92	SCO0270
Q8CK30	SCO1381
Q9L203	SCO2630
Q93RV7	SCO1869
Q9X7S4	SCO7276
Q9X8Q7	SCO3640
Q9RKJ2	SCO4094
Q9K4I3	SCO7242
Q9XAK0	SCO3602
Q9EWJ6	SCO1443
Q93JE0	SCO5987
Q9RKR7	SCO2261
Q9FBJ8	SCO5160
Q9X8A6	SCO3530
Q9EX00	SCO1126
O86662	SCO6370
Q9RKZ7	SCO0321
Q9X8V9	SCO3677
Q9FC35	SCO7048
Q9EX16	SCO1110
Q9X7P7	SCO6741
Q9S6U2	SCO3891
Q9ADQ2	SCO4003
Q9KZ89	SCO4857
O54103	SCO5907
Q9RI74	SCO0103
Q9FBS5	SCO7167
Q9K4L8	SCO7296
Q8CK55	SCO0482
Q9RK06	SCO0500
Q9F2T9	SCO4623
Q8CK65	SCO0255
Q9KZ19	SCO2218
Q9S1P3	SCO0248
Q9ACP9	SCP1.269
Q9S1Q5	SCO0236
Q9X7M9	SCO6723
O86628	SCO6359
Q9Z536	SCO6136
Q7AKJ6	SCO4425
Q9KYD4	SCO6896
O86753	SCO5646
Q9EX37	SCO1002
Q9EX40	SCO0998
Q9RJC1	SCO0643
Q9KY99	SCO5003
Q9KY76	SCO5026
Q9RI53	SCO0193
Q8CJZ3	SCO2498
O86828	SCO5671
Q9RKY3	SCO1424
Q9ZBW6	SCO6552
Q9RKZ8	SCO0320
Q9KZ17	SCO2220
Q9L0H1	SCO4786
Q9EWK4	SCO7789
Q9FCE0	SCO1227
Q9KY79	SCO5023
Q9X8W3	SCO3681
Q9RDL2	SCO2574
Q9RDE0	SCO2551
Q9KZ84	SCO3061
Q9L114	SCO1445
Q9ADI5	SCO6078
Q9S1S3	SCO0069
Q9F2V4	SCO4607
Q9RDN3	SCO2404
O50524	SCO5850
Q9EX23	SCO1017
Q9K3U6	SCO4399
Q9K4J9	SCO7315
Q9XA02	SCO3862
Q8CK37	SCO1167
Q9KYI2	SCO2690
Q9L1F8	SCO5447
Q9L2F0	SCO2466
Q9KZ80	SCO3065
Q9ADA2	SCO1665
Q9RDM6	SCO2411
Q9L060	SCO2975
Q9F2M0	SCO3761
Q9RKR3	SCO2265
Q9RK30	SCO0686
O69901	SCO5613
Q9FBZ7	SCO7185
Q9L1J4	SCO2722
Q9KYS7	SCO5688
O50527	SCO5853
Q9L2I3	SCO2500
Q9FBV9	SCO7826
Q9FBX9	SCO7805
Q9KXV9	SCO4282
Q9L2I9	SCO0720
Q9X8Z2	SCO3710
Q9RJ80	SCO1621
Q8CK33	SCO1290
Q9L211	SCO6821
Q9X8A9	SCO3533
Q9ZBH6	SCO6437
Q9KYG2	SCO2710
Q9ADQ6	SCO3999
Q9KXN3	SCO4324
Q9X8V6	SCO3674
Q9X879	SCO3287
Q9KZR4	SCO2887
Q9Z582	SCO5497
Q9L1Z6	SCO2639
Q9F3E0	SCO7617
Q9F3G7	SCO4533
O69974	SCO5798
Q9Z506	SCO1959
Q9FCC5	SCO1242
Q9K4A6	SCO5213
Q9X8S6	SCO3659
Q9L088	SCO2458
Q9RJE8	SCO0744
Q9RKC2	SCO3165
Q9K3M1	SCO1039
Q7AKQ8	SCO1489
Q9R7V6	SCO5541
O88057	SCO1597
Q9RD76	SCO0801
Q9RK10	SCO0496
Q9ZBN5	SCO6174
O86787	SCO4746
Q9RK31	SCO0685
Q7APJ1	SCP1.149c
Q9K477	SCO7208
Q9X7T1	SCO7269
Q9Z4Y0	SCO3251
Q9F3Q4	SCO7633
Q93JG6	SCO7706
Q9AK69	SCO4048
Q9X817	SCO2159
Q9X8Z5	SCO3713
Q9RKP0	SCO2288
Q8CJT4	SCO4530
Q9ZBJ9	SCO6475
Q9K4F0	SCO4262
Q9X8K0	SCO3421
Q9RKQ8	SCO2270
Q9KZA8	SCO4838
Q9L0P7	SCO4244
O86687	SCO6641
O86790	SCO4749
O69927	SCP2.01
O86599	SCO6234
O88031	SCO6675
Q8CJJ8	SCO7509
Q93RU5	SCO1881
Q9S2P8	SCO2188
O86668	SCO6376
Q9S1P0	SCO0251
Q9X9Z1	SCO1801
Q9RKW8	SCO1409
Q9RJJ6	SCO0392
Q8CJW9	SCO3350
O70000	SCO5824
Q9AD51	SCP1.99
Q9S2Y1	SCO2070
Q9RCX7	SCO0933
Q9RL33	SCO0454
Q9K429	SCO1070
Q9KZD8	SCO6951
Q9AD56	SCP1.94
Q9S1R8	SCO0223
O88049	SCO1589
Q9FCJ1	SCO5197
Q9S1Z6	SCO0130
Q9RJL8	SCO0514
Q9RJM9	SCO0615
Q9AK45	SCO4881
Q9FC16	SCO7068
O69821	SCO6427
Q9KYB8	SCO6915
Q9RDP8	SCO2386
Q9RJT8	SCO0372
Q9L143	SCO7416
Q9K4I5	SCO7240
Q9RJ73	SCO1628
Q9ADG2	SCO6101
Q8VWD3	SCP2.19c
Q9L0S7	SCO4517
Q9FC65	SCO7121
