Rxn,Rxn Name,Rxn KEGG ID,Reversibility in model,dG0_prime,dG0_prime_std,dGm_prime,dGm_prime_std
PSP_L,phosphoserine phosphatase (L-serine),R00582,forward,-10.422293516529209,0.5094576629406891,-27.537131051250242,0.5094576629406891
PSQLDL,"presqualene-diphosphate diphosphate-lyase (reducing, squalene-forming)",R02872,reversible,-19.205316332474013,4.7437529016327655,-36.320153867195046,4.7437529016327655
PTA2,Phosphate acetyltransferase,R00921,forward,17.955006311435454,7.68201539208581,17.955006311435454,7.68201539208581
PTAr,phosphotransacetylase,R00230,reversible,9.817661395976074,1.1081019069008238,9.817661395976074,1.1081019069008238
PTPATi,pantetheine-phosphate adenylyltransferase,R03035,forward,-17.361036071338958,8.809384262692836,-17.361036071338958,8.809384262692836
PTRCTA,Putrescine Transaminase,R01155,forward,2.229079287416482,1.2447296793876472,2.229079287416482,1.2447296793876472
PUNP1,purine-nucleoside phosphorylase (Adenosine),R01561,reversible,8.211142603641974,1.7564740743876723,8.211142603641974,1.7564740743876723
PUNP2,purine-nucleoside phosphorylase (Deoxyadenosine),R02557,reversible,11.283588659304996,3.602379878459719,11.283588659304996,3.602379878459719
PUNP3,purine-nucleoside phosphorylase (Guanosine),R02147,reversible,11.291414068214465,2.3822523036611307,11.291414068214465,2.3822523036611307
PUNP5,purine-nucleoside phosphorylase (Inosine),R01863,reversible,9.16256793853384,1.5666560027925893,9.16256793853384,1.5666560027925893
PUNP6,purine-nucleoside phosphorylase (Deoxyinosine),R02748,reversible,9.824523284056482,2.0529795034457985,9.824523284056482,2.0529795034457985
PUNP7,purine-nucleoside phosphorylase (Xanthosine),R02297,reversible,10.894125192281308,3.171172570676423,10.894125192281308,3.171172570676423
PUTA3,L-Glutamate 5-semialdehyde:NAD+ oxidoreductase,R00245,forward,-43.73604760471929,7.228435688741378,-43.73604760471929,7.228435688741378
PYAM5PO,pyridoxamine 5'-phosphate oxidase,R00277,forward,-80.41314331429368,10.631203888558781,-97.52798084901471,10.631203888558781
PYDAMK,pyridoxamine kinase,R02493,forward,-12.677672196339927,8.18886975208944,-12.677672196339927,8.18886975208944
PYDXK,pyridoxal kinase,R00174,forward,-14.039174110482236,8.038584177364298,-14.039174110482236,8.038584177364298
PYDXNK,pyridoxine kinase,R01909,forward,-9.141419137359435,8.111922487456503,-9.141419137359435,8.111922487456503
PYDXOR,pyridoxal reductase;pyridoxine 4-dehydrogenase/pyridoxal reductase,R01708,reversible,28.377448991204346,2.1501196451820843,28.377448991204346,2.1501196451820843
PYK,pyruvate kinase,R00200,forward,-27.68097455536946,0.939773644474952,-27.68097455536946,0.939773644474952
PYNP2r,Uridine phosphorylase,R01876,reversible,0.5169341846495712,1.7453947161831795,0.5169341846495712,1.7453947161831795
PYRS,pyruvate:ferredoxin oxidoreductase;pyruvate ferredoxin oxidoreductase;pyruvate-ferredoxin oxidoreductase;pyruvate synthase,R01196,reversible,-27.15138786422426,16.73300834360561,-27.15138786422426,16.73300834360561
QULNS,quinolinate synthase,R04292,forward,-224.7499879321685,4.93782907681448,-224.7499879321685,4.93782907681448
RAFGH,raffinose galactohydrolase,R01103,forward,0.9798191628501627,4.524842162744917,-16.13501837187087,4.524842162744917
RBFK,riboflavin kinase,R00549,forward,1.6013806968126119,11.4327780942879,1.6013806968126119,11.4327780942879
RBFSa,riboflavin synthase,R04457,forward,-81.51111809923336,13.369080897144396,-81.51111809923336,13.369080897144396
RBFSb,riboflavin synthase,R00066,forward,-162.727191180658,22.511175428036495,-162.727191180658,22.511175428036495
RBK,ribokinase,R01051,forward,-24.982113386198762,1.8419658998316972,-24.982113386198762,1.8419658998316972
RBK_L1,L-ribulokinase (L-ribulose),R02439,forward,-12.297545616600246,2.797376492537106,-12.297545616600246,2.797376492537106
RBP4E,L-ribulose-phosphate 4-epimerase,R05850,reversible,-0.4989458294674023,1.3238138802084625,-0.4989458294674023,1.3238138802084625
REDS4,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),R04428,forward,-154.80662963113733,7.579530340300436,-154.80662963113733,7.579530340300436
RMI,L-rhamnose isomerase,R02437,reversible,0.1788279743085468,1.899547004624634,0.1788279743085468,1.899547004624634
RMK,rhamnulokinase,R03014,forward,-2.247208378736957,2.8611825300875857,-2.247208378736957,2.8611825300875857
RMPA,Rhamnulose-1-phosphate aldolase,R02263,reversible,6.407592613655879,3.092797101350978,-10.707244921065154,3.092797101350978
RNDR1,ribonucleoside-diphosphate reductase (ADP),R02017,forward,-44.264854349697316,5.325719303500555,-44.264854349697316,5.325719303500555
RNDR2,ribonucleoside-diphosphate reductase (GDP),R02019,forward,-38.3113911998787,4.912579861010211,-38.3113911998787,4.912579861010211
RNDR3,ribonucleoside-diphosphate reductase (CDP),R02024,forward,-40.29647006845582,4.841680637365992,-40.29647006845582,4.841680637365992
RNDR4,ribonucleoside-diphosphate reductase (UDP),R02018,forward,-39.46264077036514,9.155629711032146,-39.46264077036514,9.155629711032146
RPE,ribulose 5-phosphate 3-epimerase,R01529,reversible,-3.3700013050472535,1.1648469300716529,-3.3700013050472535,1.1648469300716529
RPI,ribose-5-phosphate isomerase,R01056,reversible,1.9337365395031156,1.163205784951493,1.9337365395031156,1.163205784951493
RZ5PP,alpha-ribazole 5-phosphate phosphatase,R04594,forward,-14.355315508539718,0.7327141857603083,-31.47015304326075,0.7327141857603083
S6PGB,6-phospho-beta-glucosidase,R05134,forward,38.764686970575895,2.947431276972771,21.64984943585486,2.947431276972771
SADT,ATP:sulfate adenylyltransferase,R00529,reversible,47.41043731955983,2.9356116410613153,47.41043731955983,2.9356116410613153
SALOR,Salicylate 1-monooxygenase,R00818,forward,-444.3929220371293,10.813561085199145,-444.3929220371293,10.813561085199145
SBP_1,Phosphoric-monoester hydrolases,R01845,forward,-18.175469561437467,7.376050491514649,-35.2903070961585,7.376050491514649
SBTD_D2,D-sorbitol dehydrogenase;L-sorbitol dehydrogenase,R00875,reversible,12.151079284126126,1.2744559094298393,12.151079284126126,1.2744559094298393
SDPDS,succinyl-diaminopimelate desuccinylase,R02734,forward,7.977486882904429,4.059761492535054,-9.137350651816604,4.059761492535054
SDPTA,succinyldiaminopimelate transaminase,R04475,reversible,0.7679922095676375,2.9601378257038853,0.7679922095676375,2.9601378257038853
SEPHCHCS,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,R08165,reversible,20.442101470618468,13.3090542965808,20.442101470618468,13.3090542965808
SERAT,Serine O-acetyltransferase,R00586,reversible,-6.72528804153626,3.3644666429929933,-6.72528804153626,3.3644666429929933
SERD_L,L-serine deaminase,R00220,forward,-28.660975699954065,1.3303692412104864,-45.7758132346751,1.3303692412104864
SHCHCS3,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",R08166,reversible,-129.36268394779978,3.8474758086201417,-146.4775214825208,3.8474758086201417
SHK3Dr,shikimate dehydrogenase,R02413,reversible,-80.12418694575854,8.018056280986563,-80.12418694575854,8.018056280986563
SHKK,shikimate kinase,R02412,forward,-5.243092098037778,8.20540393429602,-5.243092098037778,8.20540393429602
SHSL1,O-succinylhomoserine lyase (L-cysteine),R03260,forward,-60.179190958350205,4.439800410954866,-60.179190958350205,4.439800410954866
SHSL2,O-succinylhomoserine lyase (H2S),R01288,forward,-56.23985880842862,8.563020502469035,-56.23985880842862,8.563020502469035
SHSL4r,O-succinylhomoserine lyase (elimination),R00999,forward,-58.11101719422098,8.404552897915828,-92.34069226366304,8.404552897915828
SORB6PP,sorbitol-6-phosphatase;sorbitol-6-phosphate phosphatase,R02866,forward,-8.201619913542572,2.0864619725010733,-25.316457448263606,2.0864619725010733
SSALx,Succinate-semialdehyde dehydrogenase (NAD(P)+),R00713,forward,-32.9223925726624,2.4825583868697874,-32.9223925726624,2.4825583868697874
SSALy,succinate-semialdehyde dehydrogenase (NADP),R00714,forward,-31.933040410338464,2.492505069737143,-31.933040410338464,2.492505069737143
STACHGALACT,Alpha-galactosidase,R03634,forward,-0.9901886075736286,2.8300388118239126,-18.105026142294662,2.8300388118239126
SUCBZL,o-succinylbenzoate-CoA ligase,R04030,forward,-13.073531748464575,7.696510740007196,-13.073531748464575,7.696510740007196
SUCBZS,o-succinylbenzoate synthase,R04031,forward,-12.70164769926319,6.090557172594125,-12.70164769926319,6.090557172594125
SUCOAS,succinyl-CoA synthetase (ADP-forming),R00405,reversible,-1.84686702655722,1.4819742572715642,-1.84686702655722,1.4819742572715642
SUCR,sucrose hydrolyzing enzyme,R00801,forward,-24.842272070716035,2.2819971365392027,-41.95710960543707,2.2819971365392027
SULRi,sulfite reductase (NADPH2),R00858,forward,-129.2368437584692,11.039555074256779,-129.2368437584692,11.039555074256779
TALA,transaldolase,R08575,reversible,-0.7254997260088203,1.6210577467394351,-0.7254997260088203,1.6210577467394351
TALAb,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase,R01827,reversible,3.1545002739906067,7.300343718125564,3.1545002739906067,7.300343718125564
TDPDRE,"dTDP-4-dehydrorhamnose 3,5-epimerase",R06514,forward,-12.339999999942165,8.930247695628498,-12.339999999942165,8.930247695628498
TDPDRR,dTDP-4-dehydrorhamnose reductase,R02777,forward,-7.310686168693792,1.3749174665577524,-7.310686168693792,1.3749174665577524
TDPGDH,"dTDPglucose 4,6-dehydratase",R06513,forward,-46.19185962829374,3.5670990219902943,-46.19185962829374,3.5670990219902943
TGBPA,Tagatose-bisphosphate aldolase,R01069,reversible,17.84364980872124,7.192416052332391,0.7288122740002052,7.192416052332391
THDPS,tetrahydrodipicolinate succinylase,R04365,forward,20.19155319818333,9.780281942351982,20.19155319818333,9.780281942351982
THRA2i,L-allo-Threonine Aldolase,R06171,forward,-2.493112963878275,7.176967354103602,-19.60795049859931,7.176967354103602
THRAi,Threonine aldolase,R00751,forward,9.887048416723616,2.457449163371091,-7.227789117997418,2.457449163371091
THRD,L-threonine dehydrogenase,R01465,forward,31.44479831336116,7.385440152668496,31.44479831336116,7.385440152668496
THRD_L,L-threonine deaminase,R00996,forward,-24.787881802273375,4.308765630545226,-41.90271933699441,4.308765630545226
THRPDC,threonine-phosphate decarboxylase,R06530,forward,-27.288320858942768,7.506705984644813,-44.4031583936638,7.506705984644813
THRS,threonine synthase,R01466,forward,-28.26170356685887,7.516819169622811,-45.3765411015799,7.516819169622811
TKT1,transketolase,R01641,reversible,-3.7954492619369375,2.161326696756829,-3.7954492619369375,2.161326696756829
TKT2,transketolase,R01067,reversible,-9.988496051663333,2.0868208090573925,-9.988496051663333,2.0868208090573925
TKT2h,beta-D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase,R01830,reversible,6.108496051663906,7.40450954726943,6.108496051663906,7.40450954726943
TMDK1,thymidine kinase (ATP:thymidine),R01567,forward,-14.65547215578249,3.0352877823294797,-14.65547215578249,3.0352877823294797
TMDPP,thymidine phosphorylase,R01570,reversible,4.350360763997969,4.662569756678648,4.350360763997969,4.662569756678648
TMPPP,thiamine-phosphate diphosphorylase,R03223,forward,-5.079842302533546,4.7843588003489845,-5.079842302533546,4.7843588003489845
TOLOR,Toluene dioxygenase,R03559,forward,-379.7798941324351,9.588796765908844,-362.66505659771406,9.588796765908844
TPI,triose-phosphate isomerase,R01015,reversible,5.476414708789889,0.7531163572878151,5.476414708789889,0.7531163572878151
TRDR,thioredoxin reductase (NADPH),R02016,forward,-12.177809492015257,3.6963883539155695,-12.177809492015257,3.6963883539155695
TRE6PH,trehalose-6-phosphate hydrolase,R00837,forward,-9.70059141328511,2.238853585078943,-26.815428948006144,2.238853585078943
TRE6PP,trehalose-phosphatase,R02778,forward,-7.170907612839528,2.272924963262278,-24.28574514756056,2.272924963262278
TRE6PS,"alpha,alpha-trehalose-phosphate synthase (UDP-forming)",R00836,forward,-15.169180783251477,2.413772730433621,-15.169180783251477,2.413772730433621
TRPO2,"L-Tryptophan:oxygen 2,3-oxidoreductase (decyclizing)",R00678,forward,-322.64598331085085,11.859727744318326,-305.53114577612985,11.859727744318326
TRPS1,tryptophan synthase (indoleglycerol phosphate),R02722,forward,-30.530056587494073,3.2861879485639665,-30.530056587494073,3.2861879485639665
TRPS2,tryptophan synthase (indole),R00674,forward,-49.75904997145085,1.825358968038951,-32.644212436729816,1.825358968038951
TRPS3,tryptophan synthase (indoleglycerol phosphate),R02340,forward,19.228993383956777,3.3158153571591527,2.1141558492357433,3.3158153571591527
TRSARr,tartronate semialdehyde reductase,R01745,reversible,-33.27341546080606,1.778373366517128,-33.27341546080606,1.778373366517128
TYRTA,tyrosine transaminase,R00734,reversible,0.008085360639825012,2.0931335298020164,0.008085360639825012,2.0931335298020164
UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",R02788,forward,-24.138411049885235,3.2021810564262423,-24.138411049885235,3.2021810564262423
UACMAMO,UDP-N-acetyl-D-mannosamine oxidoreductase,R03317,forward,-17.042333449012432,1.3383554251804826,-17.042333449012432,1.3383554251804826
UAG2E,UDP-N-acetylglucosamine 2-epimerase,R00420,reversible,0.03000000000020009,9.18800227463351,0.03000000000020009,9.18800227463351
UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,R00660,forward,-12.26479858734092,9.393311309564139,-12.26479858734092,9.393311309564139
UAGDP,UDP-N-acetylglucosamine diphosphorylase,R00416,forward,-3.5394846673343636,8.223857744595099,-3.5394846673343636,8.223857744595099
UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,R05032,forward,-13.660203240097644,4.160608124229277,-13.660203240097644,4.160608124229277
UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,R02783,forward,-26.772185107153064,2.827149504224082,-26.772185107153064,2.827149504224082
UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,R03193,forward,-26.37305491015516,1.793433152972574,-26.37305491015516,1.793433152972574
UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,R03192,forward,-61.75092250978014,1.0666454401388796,-61.75092250978014,1.0666454401388796
UDCPDP,undecaprenyl-diphosphatase,R05627,forward,-26.80793021877801,0.8238911771103209,-43.922767753499045,0.8238911771103209
UDCPDPS,Undecaprenyl diphosphate synthase,R06447,forward,-583.2321896201488,28.83380678780022,-583.2321896201488,28.83380678780022
UDPG4E,UDPglucose 4-epimerase,R00291,reversible,2.940000341382074,0.8401140199503065,2.940000341382074,0.8401140199503065
UDPGD,UDPglucose 6-dehydrogenase,R00286,forward,-12.894417649054077,2.3807373794106583,-12.894417649054077,2.3807373794106583
UGAH,Ureidoglycine aminohydrolase,R05554,reversible,-35.2577820999912,7.975229659006436,-52.37261963471224,7.975229659006436
UGLT,UDPglucose--hexose-1-phosphate uridylyltransferase,R00955,reversible,-2.8799996591314994,7.184509978852318,-2.8799996591314994,7.184509978852318
UGLYCH,Ureidoglycolate hydrolase,R00469,forward,-33.28615653580985,9.277650363787112,-84.63066913997295,9.277650363787112
UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",R04617,forward,-28.369405780227453,7.200901700791208,-28.369405780227453,7.200901700791208
UMPK,UMP kinase,R00158,reversible,-5.14427246017749,3.2426851801760987,-5.14427246017749,3.2426851801760987
UPPRT,uracil phosphoribosyltransferase,R00966,forward,-13.660039902874587,4.552581638826219,-13.660039902874587,4.552581638826219
URCN,urocanase,R02914,forward,-9.32807812179287,3.051919683519818,-9.32807812179287,3.051919683519818
UREA,urease,R00131,forward,-38.362004618943246,9.394298136386839,-72.59167968838531,9.394298136386839
URGLYUS,ureidoglycolate urea-lyase;ureidoglycolate lyase,R00776,forward,5.075848083133316,2.9827857893169405,-12.038989451587717,2.9827857893169405
URIH,Uridine hydrolase,R01080,forward,-12.565014986994044,2.5962308821697646,-29.679852521715077,2.5962308821697646
URIK1,uridine kinase,R00964,forward,-16.399690089393516,4.1740673238031825,-16.399690089393516,4.1740673238031825
URIK2,ADDED,R00968,forward,-13.929163537766726,4.379928776277673,-13.929163537766726,4.379928776277673
URO,urate:oxygen oxidoreductase,R02106,reversible,49.35797601794383,17.69886100577817,49.35797601794383,17.69886100577817
VALDHr,"valine dehydrogenase (NAD, irreversible)",R01434,forward,41.0851009104296,7.825495850555248,23.97026337570857,7.825495850555248
VALTA,valine transaminase,R01214,forward,-3.1528804015539436,7.793543794496649,-3.1528804015539436,7.793543794496649
VNTDM,vanillate:oxygen oxidoreductase (demethylating),R05274,forward,-350.82137878825745,8.299737024740615,-350.82137878825745,8.299737024740615
VOR1b,3-methyl-2-oxobutanoate dehydrogenase (lipoamide),R08566,forward,-15.688036874836769,18.552445728381088,-15.688036874836769,18.552445728381088
VOR2b,3-methyl-2-oxobutanoate dehydrogenase (lipoamide),R07160,forward,-16.44116067914723,18.219223191164634,-16.44116067914723,18.219223191164634
VOR3b,3-methyl-2-oxobutanoate dehydrogenase (lipoamide),R08567,forward,-16.458047112555903,18.219223191164634,-16.458047112555903,18.219223191164634
VPAMTr,valinemdashpyruvate aminotransferase,R01215,reversible,3.376573038125244,7.804645062709497,3.376573038125244,7.804645062709497
X5PL3E,L-xylulose 5-phosphate 3-epimerase,R03244,forward,-0.8110541705314063,7.301193996655884,-0.8110541705314063,7.301193996655884
XAND,xanthine dehydrogenase,R02103,forward,-21.784409299826848,4.35694490146979,-21.784409299826848,4.35694490146979
XPPT,Xanthine-guanine phosphoribosyltransferase,R02142,forward,-21.909640759183503,7.910478226038424,-21.909640759183503,7.910478226038424
XTSNH,Xanthosine hydrolase,R02143,forward,-2.187823979362207,3.7081461070543495,-19.30266151408324,3.7081461070543495
XYLI1,xylose isomerase,R01432,reversible,3.708114096524355,0.7449726598477249,3.708114096524355,0.7449726598477249
XYLI2,xylose isomerase,R00307,reversible,-0.09192433284897561,0.5453427363315667,-0.09192433284897561,0.5453427363315667
XYLK,xylulokinase,R01639,forward,-23.236491446067703,2.291584811694708,-23.236491446067703,2.291584811694708
XYLK2,L-xylulokinase,R01901,forward,-21.46649984098508,7.506508307682557,-21.46649984098508,7.506508307682557
XYLR2,D-iditol 2-dehydrogenase,R05831,forward,19.69112679262423,1.626676347879434,19.69112679262423,1.626676347879434
XYLR3,aldehyde reductase,R09477,reversible,-16.44300430118392,1.4230637136339537,-16.44300430118392,1.4230637136339537
XYLTD_D,D-xylulose reductase,R01896,forward,20.15111839770816,1.3057226413684888,20.15111839770816,1.3057226413684888
XYLTO,xylitol oxidase,R07152,forward,-96.87889659885934,10.656955974948254,-96.87889659885934,10.656955974948254
r0120,GTP cyclohydrolase I,R00428,forward,8.327091323099438,6.359630657850181,8.327091323099438,6.359630657850181
r0163,R00621,R00621,reversible,-35.19731822291601,7.733585728791037,-35.19731822291601,7.733585728791037
r0686,1-pyrroline-5-carboxylate dehydrogenase,R04445,forward,-34.11283551821066,4.688199835374948,-34.11283551821066,4.688199835374948
r0708,GTP cyclohydrolase I,R04639,forward,-63.392941279014366,6.412597861721849,-63.392941279014366,6.412597861721849
r0777,GTP cyclohydrolase I,R05048,forward,-5.766088668805423,1.2076554255723115,-5.766088668805423,1.2076554255723115
ATPS4r,ATP synthase (four protons for one ATP),R00086,reversible,26.392793497648455,0.6071670688297083,43.50763103236949,0.6071670688297083
CYTBD2,cytochrome oxidase bd (menaquinol-9: 2 protons),R09492,forward,-173.11980687574822,9.326077596786753,-156.0049693410272,9.326077596786753
NADH17b,NADH dehydrogenase (menaquinone-9 & 3 protons),R02163,forward,-48.64008544205353,5.552527678989209,-48.64008544205353,5.552527678989209
PPA_1,inorganic diphosphatase (one proton translocation),R00004,forward,-15.781668961201632,0.47240816416633147,-32.896506495922665,0.47240816416633147
THD2,NAD(P) transhydrogenase,R00112,forward,0.989352162323712,0.3395535601688384,0.989352162323712,0.3395535601688384
