Column1;Reaction ID;Reaction name;kegg.reaction;biocyc;kegg.pathway;kegg.subsystem;subsystem;curated pathway;curated subsystem
1832;SDPTA;succinyldiaminopimelate transaminase;R04475;SUCCINYLDIAMINOPIMTRANS-RXN;Lysine biosynthesis;Amino acid metabolism;Threonine and Lysine metabolism;;
1833;SEPHCHCS;2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase;R08165;2.5.1.64-RXN;Ubiquinone and other terpenoid-quinone biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1834;SERAT;Serine O-acetyltransferase;R00586;SERINE-O-ACETTRAN-RXN;['Sulfur metabolism', 'Cysteine and methionine metabolism'];['Energy metabolism', 'Amino acid metabolism'];Cysteine metabolism;;
1835;SERD_L;L-serine deaminase;R00220;;Glycine, serine and threonine metabolism;Amino acid metabolism;Glycine, serine and threonine metabolism;;
1836;SERTRS;Seryl-tRNA synthetase;R03662;SERINE--TRNA-LIGASE-RXN;Aminoacyl-tRNA biosynthesis;Other;tRNA Charging;;
1837;SHCHCC;sirohydrochlorin cobaltochelatase;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1838;SHCHCS3;2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase;R08166;RXN-9310;Ubiquinone and other terpenoid-quinone biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1839;SHCHD2;sirohydrochlorin dehydrogenase (NAD);R03947;DIMETHUROPORDEHYDROG-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1840;SHCHF;sirohydrochlorin ferrochelatase;R02864;SIROHEME-FERROCHELAT-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1841;SHK3Dr;shikimate dehydrogenase;R02413;SHIKIMATE-5-DEHYDROGENASE-RXN;Phenylalanine, tyrosine and tryptophan biosynthesis;Amino acid metabolism;Tyrosine, Tryptophan, and Phenylalanine metabolism;;
1842;SHKK;shikimate kinase;R02412;SHIKIMATE-KINASE-RXN;Phenylalanine, tyrosine and tryptophan biosynthesis;Amino acid metabolism;Tyrosine, Tryptophan, and Phenylalanine metabolism;;
1843;SHSL1;O-succinylhomoserine lyase (L-cysteine);R03260;O-SUCCHOMOSERLYASE-RXN;Cysteine and methionine metabolism;Amino acid metabolism;Methionine metabolism;;
1844;SHSL2;O-succinylhomoserine lyase (H2S);R01288;;['Sulfur metabolism', 'Cysteine and methionine metabolism'];['Energy metabolism', 'Amino acid metabolism'];Methionine metabolism;;
1845;SHSL4r;O-succinylhomoserine lyase (elimination);R00999;;Cysteine and methionine metabolism;Amino acid metabolism;Methionine metabolism;;
1846;SLD;S-sulfolactate dehydrogenase;;RXN-11689;;;;;
1847;SORB6PP;"sorbitol-6-phosphatase;sorbitol-6-phosphate phosphatase";R02866;SORBITOL-6-PHOSPHATASE-RXN;;;;;
1848;SORBDH;L-sorbosone dehydrogenase ;;RXN-8781;;;;;
1849;SPMS;spermidine synthase;R01920;SPERMIDINESYN-RXN;['Arginine and proline metabolism', 'Glutathione metabolism', 'Cysteine and methionine metabolism'];['Metabolism of other amino acids', 'Amino acid metabolism'];Methionine metabolism;;
1850;SPODM;superoxide dismutase;R00275;SUPEROX-DISMUT-RXN;;Other;Unassigned;;
1851;SPRMS;spermine synthase;R02869;SPERMINE-SYNTHASE-RXN;['Arginine and proline metabolism', 'Glutathione metabolism', 'Cysteine and methionine metabolism', 'beta-Alanine metabolism'];['Metabolism of other amino acids', 'Amino acid metabolism'];Methionine metabolism;;
1852;SQLCYC1;squalene mutase (cyclizing);R07322;;Sesquiterpenoid and triterpenoid biosynthesis;Metabolism of terpenoids and polyketides;Sesquiterpenoid and triterpenoid biosynthesis;;
1853;SQLCYC2;squalene mutase (cyclizing);R07323;;Sesquiterpenoid and triterpenoid biosynthesis;Metabolism of terpenoids and polyketides;Sesquiterpenoid and triterpenoid biosynthesis;;
1854;SRUBSYN;SRUBSYN;;RXN1A0-6102;;Biosynthesis of other secondary metabolites;Undecylprodigiosin Biosynthesis;;
1855;SSALx;Succinate-semialdehyde dehydrogenase (NAD(P)+);R00713;SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;['Butanoate metabolism', 'Alanine, aspartate and glutamate metabolism', 'Nicotinate and nicotinamide metabolism', 'Tyrosine metabolism'];['Carbohydrate metabolism', 'Metabolism of cofactors and vitamins', 'Amino acid metabolism'];Glutamate metabolism;;
1856;SSALy;succinate-semialdehyde dehydrogenase (NADP);R00714;SUCCSEMIALDDEHYDROG-RXN;['Butanoate metabolism', 'Alanine, aspartate and glutamate metabolism', 'Nicotinate and nicotinamide metabolism', 'Tyrosine metabolism'];['Carbohydrate metabolism', 'Metabolism of cofactors and vitamins', 'Amino acid metabolism'];Arginine and Proline metabolism;;
1857;SSBUTDH;"(S,S)-butanediol dehydrogenase;[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase;(S)-acetoin reductase [(S,S)-2,3-butanediol forming];[(S)-acetoin forming]-(S,S)-2,3-butanediol dehydrogenase";R02344;SS-BUTANEDIOL-DEHYDROGENASE-RXN;;;;;
1858;STACHGALACT;Alpha-galactosidase;R03634;;Galactose metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
1859;STRP6K;streptomycin 6-kinase;R02225;STREPTOMYCIN-6-KINASE-RXN;;;;;
1860;SUCBZL;o-succinylbenzoate-CoA ligase;R04030;O-SUCCINYLBENZOATE-COA-LIG-RXN;Ubiquinone and other terpenoid-quinone biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1861;SUCBZS;o-succinylbenzoate synthase;R04031;O-SUCCINYLBENZOATE-COA-SYN-RXN;Ubiquinone and other terpenoid-quinone biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1862;SUCD9;succinate:quinone oxidoreductase;R02164;;['Carbon fixation pathways in prokaryotes', 'Citrate cycle (TCA cycle)', 'Butanoate metabolism', 'Pyruvate metabolism'];Carbohydrate metabolism;Citric Acid Cycle;;
1863;SUCOAGCT;succinyl-CoA-glutarate CoA-transferase;;RXN-14724;;;;;
1864;SUCOAICT;succinyl-CoA:itaconate CoA transferase;R02407;RXN-8987;;;;;
1865;SUCOAS;succinyl-CoA synthetase (ADP-forming);R00405;SUCCCOASYN-RXN;['Carbon fixation pathways in prokaryotes', 'Propanoate metabolism', 'Citrate cycle (TCA cycle)'];Carbohydrate metabolism;Citric Acid Cycle;;
1866;SUCOMALT;succinyl CoA:L-malate CoA transferase;R00406;RXN-8964;;;;;
1867;SUCR;sucrose hydrolyzing enzyme;R00801;;['Starch and sucrose metabolism', 'Galactose metabolism'];Carbohydrate metabolism;Alternate Carbon metabolism;;
1868;SULFPDH;(S)-sulfopropanediol 2-dehydrogenase;;RXN-11728;;;;;
1869;SULR_syn;Hydrogen-sulfide:ferredoxin oxidoreductase;R00859;;Sulfur metabolism;Energy metabolism;Sulfur metabolism;;
1870;SULRi;sulfite reductase (NADPH2);R00858;SULFITE-REDUCT-RXN;Sulfur metabolism;Energy metabolism;Cysteine metabolism;;
1871;T2DECAI;trans-2-decenoyl-ACP isomerase;;;;Lipid metabolism;Cell Envelope Biosynthesis;;
1872;TAG6ISOs;Tagatose-6-phosphate isomerase (spontaneous);;RXN-16992;;;;;
1873;TAGO;Tag O reaction for initiation of teichoic acid;;;;Lipid metabolism;Cell Envelope Biosynthesis;;
1874;TAGS120;Triacylglycerol synthase (n-C12:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1875;TAGS140;Triacylglycerol synthase (n-C14:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1876;TAGS141;Triacylglycerol synthase (n-C14:1);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1877;TAGS150;Triacylglycerol synthase (n-C15:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1878;TAGS160;Triacylglycerol synthase (n-C16:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1879;TAGS161;Triacylglycerol synthase (n-C16:1);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1880;TAGS170;Triacylglycerol synthase (n-C17:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1881;TAGS180;Triacylglycerol synthase (n-C18:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1882;TAGS181;Triacylglycerol synthase (n-C18:1);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1883;TAGSai150;Triacylglycerol synthase (ante-iso-C15:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1884;TAGSai170;Triacylglycerol synthase (ante-iso-C17:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1885;TAGSi140;Triacylglycerol synthase (iso-C14:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1886;TAGSi150;Triacylglycerol synthase (iso-C15:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1887;TAGSi160;Triacylglycerol synthase (iso-C16:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1888;TAGSi170;Triacylglycerol synthase (iso-C17:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1889;TAGSi180;Triacylglycerol synthase (iso-C18:0);;;;Lipid metabolism;Glycerophospholipid metabolism;;
1890;TALA;transaldolase;R08575;;;Carbohydrate metabolism;Pentose phosphate pathway;;
1891;TALAb;sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase;R01827;TRANSALDOL-RXN;Pentose phosphate pathway;Carbohydrate metabolism;Pentose phosphate pathway;;
1892;TAUDO;Taurine dioxygenase;R05320;RXN0-299;['Sulfur metabolism', 'Taurine and hypotaurine metabolism'];['Metabolism of other amino acids', 'Energy metabolism'];Alternate Carbon metabolism;;
1893;TBFORMD;tert-butyl formate deformylase;;RXN-17615;;;;;
1894;TCLBZRED;tetrachlorobenzoquinone reductase;;RXN-18404;;;;;
1895;TDP;nucleoside triphosphate phosphohydrolase;R00615;RXN0-3542;Thiamine metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1896;TDPDRE;dTDP-4-dehydrorhamnose 3,5-epimerase;R06514;DTDPDEHYDRHAMEPIM-RXN;['Polyketide sugar unit biosynthesis', 'Streptomycin biosynthesis'];['Metabolism of terpenoids and polyketides', 'Biosynthesis of other secondary metabolites'];Cell Envelope Biosynthesis;;
1897;TDPDRR;dTDP-4-dehydrorhamnose reductase;R02777;DTDPDEHYRHAMREDUCT-RXN;['Polyketide sugar unit biosynthesis', 'Streptomycin biosynthesis'];['Metabolism of terpenoids and polyketides', 'Biosynthesis of other secondary metabolites'];Cell Envelope Biosynthesis;;
1898;TDPGDH;dTDPglucose 4,6-dehydratase;R06513;DTDPGLUCDEHYDRAT-RXN;['Acarbose and validamycin biosynthesis', 'Polyketide sugar unit biosynthesis', 'Biosynthesis of vancomycin group antibiotics', 'Streptomycin biosynthesis'];['Metabolism of terpenoids and polyketides', 'Biosynthesis of other secondary metabolites'];Cell Envelope Biosynthesis;;
1899;TECA1S;glycerol teichoic acid synthesis (no sub, n=25);;;;Lipid metabolism;Cell Envelope Biosynthesis;;
1900;TECA2S;glycerol techoic acid synthesis (D-ala, n=25);;;;Lipid metabolism;Cell Envelope Biosynthesis;;
1901;TECA3S;glycerol teichoic acid synthesis (n=25, glucose sub);;;;Lipid metabolism;Cell Envelope Biosynthesis;;
1902;TGBPA;Tagatose-bisphosphate aldolase;R01069;TAGAALDOL-RXN;Galactose metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
1903;THCHDH;3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase;R08603;;Inositol phosphate metabolism;Carbohydrate metabolism;Inositol Phosphate metabolism;;
1904;THDPLOR;2,3,4,5-tetrahydrodipicolinate:NAD+ 4-oxidoreductase;R04198;;['Monobactam biosynthesis', 'Lysine biosynthesis'];['Amino acid metabolism', 'Biosynthesis of other secondary metabolites'];Threonine and Lysine metabolism;;
1905;THDPS;tetrahydrodipicolinate succinylase;R04365;TETHYDPICSUCC-RXN;Lysine biosynthesis;Amino acid metabolism;Threonine and Lysine metabolism;;
1906;THFAT;Tetrahydrofolate aminomethyltransferase;R02300;;One carbon pool by folate;Metabolism of cofactors and vitamins;Folate metabolism;;
1907;THFGLUS;tetrahydrofolate synthase;R00942;;Folate biosynthesis;Metabolism of cofactors and vitamins;Folate metabolism;;
1908;THIORDXi;hydrogen peroxide reductase (thioredoxin);;RXN0-267;;Energy metabolism;Oxidative phosphorylation;;
1909;THPAT;tetrahydrodipicolinate acetyltransferase;R04364;2.3.1.89-RXN;;;;;
1910;THPICHYDs;Tetrahydrodipicolinate hydratase (spontaneous);R04336;RXN-4821;;;;;
1911;THRA2i;L-allo-Threonine Aldolase;R06171;LTAA-RXN;Glycine, serine and threonine metabolism;Amino acid metabolism;Threonine and Lysine metabolism;;
1912;THRAi;Threonine aldolase;R00751;THREONINE-ALDOLASE-RXN;Glycine, serine and threonine metabolism;Amino acid metabolism;Threonine and Lysine metabolism;;
1913;THRD;L-threonine dehydrogenase;R01465;THREODEHYD-RXN;Glycine, serine and threonine metabolism;Amino acid metabolism;Glycine, serine and threonine metabolism;;
1914;THRD_L;L-threonine deaminase;R00996;;['Valine, leucine and isoleucine biosynthesis', 'Glycine, serine and threonine metabolism'];Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
1915;THRPDC;threonine-phosphate decarboxylase;R06530;4.1.1.81-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1916;THRS;threonine synthase;R01466;THRESYN-RXN;Glycine, serine and threonine metabolism;Amino acid metabolism;Threonine and Lysine metabolism;;
1917;THRTRS;Threonyl-tRNA synthetase;R03663;;Aminoacyl-tRNA biosynthesis;Other;tRNA Charging;;
1918;THYDNAPO;1,3,6,8-tetrahydroxynaphthalene monooxygenase (quinone-forming);;RXN-15586;;;;;
1919;THYDNAPS;1,3,6,8-tetrahydroxynaphthalene synthase;;RXN-9931;;;;;
1920;THZPSN3;thiazole phosphate synthesis;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1921;TKT1;transketolase;R01641;;['Carbon fixation in photosynthetic organisms', 'Pentose phosphate pathway'];Carbohydrate metabolism;Pentose phosphate pathway;;
1922;TKT2;transketolase;R01067;;Carbon fixation in photosynthetic organisms;Carbohydrate metabolism;Pentose phosphate pathway;;
1923;TKT2h;beta-D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase;R01830;2TRANSKETO-RXN;Pentose phosphate pathway;Carbohydrate metabolism;Pentose phosphate pathway;;
1924;TMDK1;thymidine kinase (ATP:thymidine);R01567;THYKI-RXN;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1925;TMDPP;thymidine phosphorylase;R01570;THYM-PHOSPH-RXN;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1926;TMDSf;thymidylate synthase (Flavin-dependent);;;;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1927;TMETMO;trimethylamine monooxygenase;;RXN-12900;;;;;
1928;TMK;thiamine kinase;R02134;THIKIN-RXN;Thiamine metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1929;TMPK;thiamine-phosphate kinase;R00617;THI-P-KIN-RXN;Thiamine metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1930;TMPPP;thiamine-phosphate diphosphorylase;R03223;THI-P-SYN-RXN;Thiamine metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1931;TOLOR;Toluene dioxygenase;R03559;;Toluene degradation;Xenobiotics biodegradation and metabolism;Alternate Carbon metabolism;;
1932;TPI;triose-phosphate isomerase;R01015;TRIOSEPISOMERIZATION-RXN;['Inositol phosphate metabolism', 'Carbon fixation in photosynthetic organisms', 'Glycolysis / Gluconeogenesis', 'Fructose and mannose metabolism'];Carbohydrate metabolism;Glycolysis/Gluconeogenesis;;
1933;TRDR;thioredoxin reductase (NADPH);R02016;THIOREDOXIN-REDUCT-NADPH-RXN;;Energy metabolism;Oxidative phosphorylation;;
1934;TRE6PH;trehalose-6-phosphate hydrolase;R00837;TRE6PHYDRO-RXN;;;;;
1935;TRE6PP;trehalose-phosphatase;R02778;TREHALOSEPHOSPHA-RXN;Starch and sucrose metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
1936;TRE6PPP;trehalose-6-phosphate phosphorylase;R05767;2.4.1.216-RXN;;;;;
1937;TRE6PS;alpha,alpha-trehalose-phosphate synthase (UDP-forming);R00836;;;Carbohydrate metabolism;Alternate Carbon metabolism;;
1938;TREPP;trehalose phosphorylase;R02727;ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN;;;;;
1939;TRPO2;L-Tryptophan:oxygen 2,3-oxidoreductase (decyclizing);R00678;RXN-8665;Tryptophan metabolism;Amino acid metabolism;Tyrosine, Tryptophan, and Phenylalanine metabolism;;
1940;TRPS1;tryptophan synthase (indoleglycerol phosphate);R02722;META:TRYPSYN-RXN;['Phenylalanine, tyrosine and tryptophan biosynthesis', 'Glycine, serine and threonine metabolism'];Amino acid metabolism;Tyrosine, Tryptophan, and Phenylalanine metabolism;;
1941;TRPS2;tryptophan synthase (indole);R00674;META:RXN0-2382;Phenylalanine, tyrosine and tryptophan biosynthesis;Amino acid metabolism;Tyrosine, Tryptophan, and Phenylalanine metabolism;;
1942;TRPS3;tryptophan synthase (indoleglycerol phosphate);R02340;RXN0-2381;['Phenylalanine, tyrosine and tryptophan biosynthesis', 'Benzoxazinoid biosynthesis'];Amino acid metabolism;Tyrosine, Tryptophan, and Phenylalanine metabolism;;
1943;TRPTRS;Tryptophanyl-tRNA synthetase;R03664;;Aminoacyl-tRNA biosynthesis;Other;tRNA Charging;;
1944;TRSARr;tartronate semialdehyde reductase;R01745;RXN0-5289;Glyoxylate and dicarboxylate metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
1945;TRYP2MO;"tryptophan 2-monooxygenase;tryptophan 2'-monooxygenase";R00679;TRYPTOPHAN-2-MONOOXYGENASE-RXN;;;;;
1946;TRYPYRAT;"L-tryptophan:pyruvate aminotransferase;tryptophanmdashpyruvate aminotransferase";;RXN-10139;;;;;
1947;TYRL;tyrosine lyase;;RXN-11319;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1948;TYRMO;"L-tyrosinase monooxygenase (membrane-bound);L-tyrosine monooxygenase;L-tyrosinase monooxygenase (soluble)";['R00731', 'R00031'];RXN-5861;;;;;
1949;TYRTA;tyrosine transaminase;R00734;;['Isoquinoline alkaloid biosynthesis', 'Novobiocin biosynthesis', 'Ubiquinone and other terpenoid-quinone biosynthesis', 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'Tyrosine metabolism'];['Metabolism of cofactors and vitamins', 'Amino acid metabolism', 'Biosynthesis of other secondary metabolites'];Tyrosine, Tryptophan, and Phenylalanine metabolism;;
1950;TYRTRS;tyrosyl-tRNA synthetase;R02918;;Aminoacyl-tRNA biosynthesis;Other;tRNA Charging;;
1951;UAAGDS;UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase;R02788;META:UDP-NACMURALGLDAPLIG-RXN;['Peptidoglycan biosynthesis', 'Lysine biosynthesis'];['Glycan biosynthesis and metabolism', 'Amino acid metabolism'];Cell Envelope Biosynthesis;;
1952;UAAGLS2;"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--lysine ligase;UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase";['R02786', 'R02785'];6.3.2.7-RXN;;;;;
1953;UACMAMO;UDP-N-acetyl-D-mannosamine oxidoreductase;R03317;UDPMANNACADEHYDROG-RXN;Amino sugar and nucleotide sugar metabolism;Carbohydrate metabolism;Cell Envelope Biosynthesis;;
1954;UAG2E;UDP-N-acetylglucosamine 2-epimerase;R00420;UDPGLCNACEPIM-RXN;Amino sugar and nucleotide sugar metabolism;Carbohydrate metabolism;Cell Envelope Biosynthesis;;
1955;UAGCVT;UDP-N-acetylglucosamine 1-carboxyvinyltransferase;R00660;UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN;['Amino sugar and nucleotide sugar metabolism', 'Peptidoglycan biosynthesis'];['Carbohydrate metabolism', 'Glycan biosynthesis and metabolism'];Cell Envelope Biosynthesis;;
1956;UAGDP;UDP-N-acetylglucosamine diphosphorylase;R00416;META:NAG1P-URIDYLTRANS-RXN;Amino sugar and nucleotide sugar metabolism;Carbohydrate metabolism;Cell Envelope Biosynthesis;;
1957;UAGPT3;UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase;R05032;META:NACGLCTRANS-RXN;Peptidoglycan biosynthesis;Glycan biosynthesis and metabolism;Cell Envelope Biosynthesis;;
1958;UAMAGS;UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase;R02783;UDP-NACMURALA-GLU-LIG-RXN;['D-Glutamine and D-glutamate metabolism', 'Peptidoglycan biosynthesis'];['Metabolism of other amino acids', 'Glycan biosynthesis and metabolism'];Cell Envelope Biosynthesis;;
1959;UAMAGS2;UDP-N-acetylmuramoylalanine--D-glutamate ligase;;;;Lipid metabolism;Cell Envelope Biosynthesis;;
1960;UAMAS;UDP-N-acetylmuramoyl-L-alanine synthetase;R03193;UDP-NACMUR-ALA-LIG-RXN;['D-Glutamine and D-glutamate metabolism', 'Peptidoglycan biosynthesis'];['Metabolism of other amino acids', 'Glycan biosynthesis and metabolism'];Cell Envelope Biosynthesis;;
1961;UAPGR;UDP-N-acetylenolpyruvoylglucosamine reductase;R03192;UDPNACETYLMURAMATEDEHYDROG-RXN;['Amino sugar and nucleotide sugar metabolism', 'Peptidoglycan biosynthesis'];['Carbohydrate metabolism', 'Glycan biosynthesis and metabolism'];Cell Envelope Biosynthesis;;
1962;UDCPDP;undecaprenyl-diphosphatase;R05627;;Peptidoglycan biosynthesis;Glycan biosynthesis and metabolism;Cell Envelope Biosynthesis;;
1963;UDCPDPS;Undecaprenyl diphosphate synthase;R06447;META:RXN-9138;Terpenoid backbone biosynthesis;Metabolism of terpenoids and polyketides;Cofactor and Prosthetic Group Biosynthesis;;
1964;UDPAGACA;"UDP-N-acetylglucosaminemdashundecaprenyl-phosphate N-acetylglucosaminephosphotransferase;undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase";R08856;GLCNACPTRANS-RXN;;;;;
1965;UDPAMALA;UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase;R04573;6.3.2.10-RXN;;;;;
1966;UDPG4E;UDPglucose 4-epimerase;R00291;UDPGLUCEPIM-RXN;['Amino sugar and nucleotide sugar metabolism', 'Galactose metabolism'];Carbohydrate metabolism;Alternate Carbon metabolism;;
1967;UDPGD;UDPglucose 6-dehydrogenase;R00286;UGD-RXN;['Amino sugar and nucleotide sugar metabolism', 'Ascorbate and aldarate metabolism', 'Pentose and glucuronate interconversions'];Carbohydrate metabolism;Cell Envelope Biosynthesis;;
1968;UDPGDC;UDP-glucuronate dehydrogenase;R07658;RXN0-1861;;;;;
1969;UGAH;Ureidoglycine aminohydrolase;R05554;;Purine metabolism;Nucleotide metabolism;Purine and pyrimidine biosynthesis;;
1970;UGLT;UDPglucose--hexose-1-phosphate uridylyltransferase;R00955;GALACTURIDYLYLTRANS-RXN;['Amino sugar and nucleotide sugar metabolism', 'Galactose metabolism'];Carbohydrate metabolism;Alternate Carbon metabolism;;
1971;UGLYCH;Ureidoglycolate hydrolase;R00469;;Purine metabolism;Nucleotide metabolism;Nitrogen metabolism;;
1972;UGMDDS;UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase;R04617;META:UDP-NACMURALGLDAPAALIG-RXN;['Peptidoglycan biosynthesis', 'Lysine biosynthesis'];['Glycan biosynthesis and metabolism', 'Amino acid metabolism'];Cell Envelope Biosynthesis;;
1973;ULA4NFT;UDP-4-amino-4-deoxy-L-arabinose formyltransferase;R07660;RXN0-1862;;;;;
1974;UM4PCP;UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase;;;;Glycan biosynthesis and metabolism;Murein Recycling;;
1975;UMPK;UMP kinase;R00158;RXN-12002;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1976;UNDCAPPT;undecaprenyl-phosphate glucose phosphotransferase;;RXN-11791;;;;;
1977;UNDEGLCT;undecaprenyl phosphate-N-acetyl-alpha-D-glucosamine transferase;;RXN-18036;;;;;
1978;UPP1S;uroporphyrinogen-III synthase;R03166;RXN-14396;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1979;UPP3MT;uroporphyrinogen methyltransferase;R03194;RXN-13403;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1980;UPP3MT1;uroporphyrin-III methyltransferase;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1981;UPP3S;uroporphyrinogen-III synthase;R03165;UROGENIIISYN-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1982;UPPDC1;uroporphyrinogen decarboxylase (uroporphyrinogen III);R03197;UROGENDECARBOX-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1983;UPPDC2;Uroporphyrinogen decarboxylase;R04972;RXN-10642;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
1984;UPPRT;uracil phosphoribosyltransferase;R00966;URACIL-PRIBOSYLTRANS-RXN;Pyrimidine metabolism;Nucleotide metabolism;Nucleotide Salvage Pathway;;
1985;URCN;urocanase;R02914;UROCANATE-HYDRATASE-RXN;Histidine metabolism;Amino acid metabolism;Histidine metabolism;;
1986;UREA;urease;R00131;;['Arginine biosynthesis', 'Purine metabolism', 'Atrazine degradation'];['Nucleotide metabolism', 'Amino acid metabolism'];Arginine and Proline metabolism;;
1987;URECARB;urea carboxylase;R00774;UREA-CARBOXYLASE-RXN;;;;;
1988;URGLYUS;"ureidoglycolate urea-lyase;ureidoglycolate lyase";R00776;UREIDOGLYCOLATE-LYASE-RXN;;;;;
1989;URHYD;FAD-dependent urate hydroxylase;;RXN-11186;;;;;
1990;URIH;Uridine hydrolase;R01080;URIDINE-NUCLEOSIDASE-RXN;Pyrimidine metabolism;Nucleotide metabolism;Alternate Carbon metabolism;;
1991;URIK1;uridine kinase;R00964;URIDINEKIN-RXN;;;;;
1992;URIK2;ADDED;R00968;URKI-RXN;Pyrimidine metabolism;Nucleotide metabolism;Purine and pyrimidine biosynthesis;;
1993;URO;urate:oxygen oxidoreductase;R02106;URATE-OXIDASE-RXN;Purine metabolism;Nucleotide metabolism;Purine and pyrimidine biosynthesis;;
1994;URO3MET;"uroporphyrin-III (C2)-methyltransferase;uroporphyrinogen-III (C2)-methyltransferase;uroporphyrinogen-III C-methyltransferase;S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase";R07237;UROPORIIIMETHYLTRANSA-RXN;;;;;
